category,divisions,series_id,year,period,price_index
motor fuel,New England,CUUR0110SETB,2024,M10,122.012
motor fuel,New England,CUUR0110SETB,2024,M09,126.997
motor fuel,New England,CUUR0110SETB,2024,M08,135.545
motor fuel,New England,CUUR0110SETB,2024,M07,139.723
motor fuel,New England,CUUR0110SETB,2024,M06,138.566
motor fuel,New England,CUUR0110SETB,2024,M05,143.079
motor fuel,New England,CUUR0110SETB,2024,M04,138.959
motor fuel,New England,CUUR0110SETB,2024,M03,130.968
motor fuel,New England,CUUR0110SETB,2024,M02,127.302
motor fuel,New England,CUUR0110SETB,2024,M01,124.290
motor fuel,New England,CUUR0110SETB,2023,M12,128.866
motor fuel,New England,CUUR0110SETB,2023,M11,135.324
motor fuel,New England,CUUR0110SETB,2023,M10,144.076
motor fuel,New England,CUUR0110SETB,2023,M09,149.071
motor fuel,New England,CUUR0110SETB,2023,M08,148.799
motor fuel,New England,CUUR0110SETB,2023,M07,142.135
motor fuel,New England,CUUR0110SETB,2023,M06,140.985
motor fuel,New England,CUUR0110SETB,2023,M05,138.562
motor fuel,New England,CUUR0110SETB,2023,M04,136.020
motor fuel,New England,CUUR0110SETB,2023,M03,129.952
motor fuel,New England,CUUR0110SETB,2023,M02,132.488
motor fuel,New England,CUUR0110SETB,2023,M01,130.793
motor fuel,New England,CUUR0110SETB,2022,M12,134.239
motor fuel,New England,CUUR0110SETB,2022,M11,149.645
motor fuel,New England,CUUR0110SETB,2022,M10,140.006
motor fuel,New England,CUUR0110SETB,2022,M09,142.063
motor fuel,New England,CUUR0110SETB,2022,M08,163.393
motor fuel,New England,CUUR0110SETB,2022,M07,180.347
motor fuel,New England,CUUR0110SETB,2022,M06,194.452
motor fuel,New England,CUUR0110SETB,2022,M05,178.041
motor fuel,New England,CUUR0110SETB,2022,M04,159.064
motor fuel,New England,CUUR0110SETB,2022,M03,167.245
motor fuel,New England,CUUR0110SETB,2022,M02,139.910
motor fuel,New England,CUUR0110SETB,2022,M01,134.221
motor fuel,New England,CUUR0110SETB,2021,M12,135.470
motor fuel,New England,CUUR0110SETB,2021,M11,136.403
motor fuel,New England,CUUR0110SETB,2021,M10,130.371
motor fuel,New England,CUUR0110SETB,2021,M09,123.239
motor fuel,New England,CUUR0110SETB,2021,M08,121.747
motor fuel,New England,CUUR0110SETB,2021,M07,120.726
motor fuel,New England,CUUR0110SETB,2021,M06,118.541
motor fuel,New England,CUUR0110SETB,2021,M05,116.208
motor fuel,New England,CUUR0110SETB,2021,M04,110.223
motor fuel,New England,CUUR0110SETB,2021,M03,109.569
motor fuel,New England,CUUR0110SETB,2021,M02,98.777
motor fuel,New England,CUUR0110SETB,2021,M01,91.554
motor fuel,New England,CUUR0110SETB,2020,M12,84.738
motor fuel,New England,CUUR0110SETB,2020,M11,81.314
motor fuel,New England,CUUR0110SETB,2020,M10,81.910
motor fuel,New England,CUUR0110SETB,2020,M09,83.579
motor fuel,New England,CUUR0110SETB,2020,M08,83.608
motor fuel,New England,CUUR0110SETB,2020,M07,83.493
motor fuel,New England,CUUR0110SETB,2020,M06,80.982
motor fuel,New England,CUUR0110SETB,2020,M05,76.011
motor fuel,New England,CUUR0110SETB,2020,M04,77.868
motor fuel,New England,CUUR0110SETB,2020,M03,89.770
motor fuel,New England,CUUR0110SETB,2020,M02,98.145
motor fuel,New England,CUUR0110SETB,2020,M01,101.751
motor fuel,New England,CUUR0110SETB,2019,M12,100.974
motor fuel,New England,CUUR0110SETB,2019,M11,101.065
motor fuel,New England,CUUR0110SETB,2019,M10,101.040
motor fuel,New England,CUUR0110SETB,2019,M09,102.226
motor fuel,New England,CUUR0110SETB,2019,M08,104.991
motor fuel,New England,CUUR0110SETB,2019,M07,108.432
motor fuel,New England,CUUR0110SETB,2019,M06,106.819
motor fuel,New England,CUUR0110SETB,2019,M05,113.267
motor fuel,New England,CUUR0110SETB,2019,M04,108.275
motor fuel,New England,CUUR0110SETB,2019,M03,100.578
motor fuel,New England,CUUR0110SETB,2019,M02,93.733
motor fuel,New England,CUUR0110SETB,2019,M01,93.819
motor fuel,Middle Atlantic,CUUR0120SETB,2024,M10,123.253
motor fuel,Middle Atlantic,CUUR0120SETB,2024,M09,127.135
motor fuel,Middle Atlantic,CUUR0120SETB,2024,M08,133.695
motor fuel,Middle Atlantic,CUUR0120SETB,2024,M07,136.726
motor fuel,Middle Atlantic,CUUR0120SETB,2024,M06,136.571
motor fuel,Middle Atlantic,CUUR0120SETB,2024,M05,139.813
motor fuel,Middle Atlantic,CUUR0120SETB,2024,M04,136.373
motor fuel,Middle Atlantic,CUUR0120SETB,2024,M03,129.835
motor fuel,Middle Atlantic,CUUR0120SETB,2024,M02,127.069
motor fuel,Middle Atlantic,CUUR0120SETB,2024,M01,125.618
motor fuel,Middle Atlantic,CUUR0120SETB,2023,M12,130.080
motor fuel,Middle Atlantic,CUUR0120SETB,2023,M11,136.034
motor fuel,Middle Atlantic,CUUR0120SETB,2023,M10,141.802
motor fuel,Middle Atlantic,CUUR0120SETB,2023,M09,145.265
motor fuel,Middle Atlantic,CUUR0120SETB,2023,M08,144.955
motor fuel,Middle Atlantic,CUUR0120SETB,2023,M07,138.316
motor fuel,Middle Atlantic,CUUR0120SETB,2023,M06,137.333
motor fuel,Middle Atlantic,CUUR0120SETB,2023,M05,137.777
motor fuel,Middle Atlantic,CUUR0120SETB,2023,M04,136.514
motor fuel,Middle Atlantic,CUUR0120SETB,2023,M03,130.936
motor fuel,Middle Atlantic,CUUR0120SETB,2023,M02,133.582
motor fuel,Middle Atlantic,CUUR0120SETB,2023,M01,133.519
motor fuel,Middle Atlantic,CUUR0120SETB,2022,M12,135.585
motor fuel,Middle Atlantic,CUUR0120SETB,2022,M11,146.828
motor fuel,Middle Atlantic,CUUR0120SETB,2022,M10,141.244
motor fuel,Middle Atlantic,CUUR0120SETB,2022,M09,144.291
motor fuel,Middle Atlantic,CUUR0120SETB,2022,M08,160.449
motor fuel,Middle Atlantic,CUUR0120SETB,2022,M07,176.724
motor fuel,Middle Atlantic,CUUR0120SETB,2022,M06,186.630
motor fuel,Middle Atlantic,CUUR0120SETB,2022,M05,174.741
motor fuel,Middle Atlantic,CUUR0120SETB,2022,M04,158.247
motor fuel,Middle Atlantic,CUUR0120SETB,2022,M03,160.325
motor fuel,Middle Atlantic,CUUR0120SETB,2022,M02,136.499
motor fuel,Middle Atlantic,CUUR0120SETB,2022,M01,130.427
motor fuel,Middle Atlantic,CUUR0120SETB,2021,M12,131.368
motor fuel,Middle Atlantic,CUUR0120SETB,2021,M11,132.411
motor fuel,Middle Atlantic,CUUR0120SETB,2021,M10,127.871
motor fuel,Middle Atlantic,CUUR0120SETB,2021,M09,122.836
motor fuel,Middle Atlantic,CUUR0120SETB,2021,M08,121.531
motor fuel,Middle Atlantic,CUUR0120SETB,2021,M07,120.250
motor fuel,Middle Atlantic,CUUR0120SETB,2021,M06,117.695
motor fuel,Middle Atlantic,CUUR0120SETB,2021,M05,115.106
motor fuel,Middle Atlantic,CUUR0120SETB,2021,M04,110.198
motor fuel,Middle Atlantic,CUUR0120SETB,2021,M03,110.043
motor fuel,Middle Atlantic,CUUR0120SETB,2021,M02,101.530
motor fuel,Middle Atlantic,CUUR0120SETB,2021,M01,95.530
motor fuel,Middle Atlantic,CUUR0120SETB,2020,M12,89.664
motor fuel,Middle Atlantic,CUUR0120SETB,2020,M11,86.625
motor fuel,Middle Atlantic,CUUR0120SETB,2020,M10,88.068
motor fuel,Middle Atlantic,CUUR0120SETB,2020,M09,88.885
motor fuel,Middle Atlantic,CUUR0120SETB,2020,M08,87.313
motor fuel,Middle Atlantic,CUUR0120SETB,2020,M07,87.567
motor fuel,Middle Atlantic,CUUR0120SETB,2020,M06,85.003
motor fuel,Middle Atlantic,CUUR0120SETB,2020,M05,81.311
motor fuel,Middle Atlantic,CUUR0120SETB,2020,M04,83.338
motor fuel,Middle Atlantic,CUUR0120SETB,2020,M03,93.113
motor fuel,Middle Atlantic,CUUR0120SETB,2020,M02,98.374
motor fuel,Middle Atlantic,CUUR0120SETB,2020,M01,102.280
motor fuel,Middle Atlantic,CUUR0120SETB,2019,M12,101.429
motor fuel,Middle Atlantic,CUUR0120SETB,2019,M11,101.861
motor fuel,Middle Atlantic,CUUR0120SETB,2019,M10,101.839
motor fuel,Middle Atlantic,CUUR0120SETB,2019,M09,102.313
motor fuel,Middle Atlantic,CUUR0120SETB,2019,M08,105.936
motor fuel,Middle Atlantic,CUUR0120SETB,2019,M07,108.947
motor fuel,Middle Atlantic,CUUR0120SETB,2019,M06,108.212
motor fuel,Middle Atlantic,CUUR0120SETB,2019,M05,112.726
motor fuel,Middle Atlantic,CUUR0120SETB,2019,M04,107.989
motor fuel,Middle Atlantic,CUUR0120SETB,2019,M03,99.824
motor fuel,Middle Atlantic,CUUR0120SETB,2019,M02,94.142
motor fuel,Middle Atlantic,CUUR0120SETB,2019,M01,93.636
motor fuel,East North Central,CUUR0230SETB,2024,M10,127.361
motor fuel,East North Central,CUUR0230SETB,2024,M09,129.410
motor fuel,East North Central,CUUR0230SETB,2024,M08,141.359
motor fuel,East North Central,CUUR0230SETB,2024,M07,144.782
motor fuel,East North Central,CUUR0230SETB,2024,M06,142.171
motor fuel,East North Central,CUUR0230SETB,2024,M05,145.379
motor fuel,East North Central,CUUR0230SETB,2024,M04,145.784
motor fuel,East North Central,CUUR0230SETB,2024,M03,139.596
motor fuel,East North Central,CUUR0230SETB,2024,M02,128.871
motor fuel,East North Central,CUUR0230SETB,2024,M01,118.786
motor fuel,East North Central,CUUR0230SETB,2023,M12,119.030
motor fuel,East North Central,CUUR0230SETB,2023,M11,130.370
motor fuel,East North Central,CUUR0230SETB,2023,M10,135.849
motor fuel,East North Central,CUUR0230SETB,2023,M09,148.160
motor fuel,East North Central,CUUR0230SETB,2023,M08,150.999
motor fuel,East North Central,CUUR0230SETB,2023,M07,141.695
motor fuel,East North Central,CUUR0230SETB,2023,M06,147.145
motor fuel,East North Central,CUUR0230SETB,2023,M05,145.440
motor fuel,East North Central,CUUR0230SETB,2023,M04,148.212
motor fuel,East North Central,CUUR0230SETB,2023,M03,137.509
motor fuel,East North Central,CUUR0230SETB,2023,M02,134.586
motor fuel,East North Central,CUUR0230SETB,2023,M01,135.590
motor fuel,East North Central,CUUR0230SETB,2022,M12,126.738
motor fuel,East North Central,CUUR0230SETB,2022,M11,152.762
motor fuel,East North Central,CUUR0230SETB,2022,M10,159.865
motor fuel,East North Central,CUUR0230SETB,2022,M09,151.815
motor fuel,East North Central,CUUR0230SETB,2022,M08,158.191
motor fuel,East North Central,CUUR0230SETB,2022,M07,185.868
motor fuel,East North Central,CUUR0230SETB,2022,M06,206.097
motor fuel,East North Central,CUUR0230SETB,2022,M05,178.957
motor fuel,East North Central,CUUR0230SETB,2022,M04,160.973
motor fuel,East North Central,CUUR0230SETB,2022,M03,163.791
motor fuel,East North Central,CUUR0230SETB,2022,M02,135.461
motor fuel,East North Central,CUUR0230SETB,2022,M01,127.512
motor fuel,East North Central,CUUR0230SETB,2021,M12,127.454
motor fuel,East North Central,CUUR0230SETB,2021,M11,133.303
motor fuel,East North Central,CUUR0230SETB,2021,M10,130.796
motor fuel,East North Central,CUUR0230SETB,2021,M09,126.357
motor fuel,East North Central,CUUR0230SETB,2021,M08,125.967
motor fuel,East North Central,CUUR0230SETB,2021,M07,126.690
motor fuel,East North Central,CUUR0230SETB,2021,M06,124.433
motor fuel,East North Central,CUUR0230SETB,2021,M05,118.928
motor fuel,East North Central,CUUR0230SETB,2021,M04,114.950
motor fuel,East North Central,CUUR0230SETB,2021,M03,110.444
motor fuel,East North Central,CUUR0230SETB,2021,M02,101.332
motor fuel,East North Central,CUUR0230SETB,2021,M01,93.293
motor fuel,East North Central,CUUR0230SETB,2020,M12,85.522
motor fuel,East North Central,CUUR0230SETB,2020,M11,81.209
motor fuel,East North Central,CUUR0230SETB,2020,M10,85.192
motor fuel,East North Central,CUUR0230SETB,2020,M09,86.099
motor fuel,East North Central,CUUR0230SETB,2020,M08,87.695
motor fuel,East North Central,CUUR0230SETB,2020,M07,88.983
motor fuel,East North Central,CUUR0230SETB,2020,M06,86.182
motor fuel,East North Central,CUUR0230SETB,2020,M05,76.128
motor fuel,East North Central,CUUR0230SETB,2020,M04,63.844
motor fuel,East North Central,CUUR0230SETB,2020,M03,84.856
motor fuel,East North Central,CUUR0230SETB,2020,M02,98.601
motor fuel,East North Central,CUUR0230SETB,2020,M01,103.068
motor fuel,East North Central,CUUR0230SETB,2019,M12,103.666
motor fuel,East North Central,CUUR0230SETB,2019,M11,102.082
motor fuel,East North Central,CUUR0230SETB,2019,M10,105.363
motor fuel,East North Central,CUUR0230SETB,2019,M09,106.680
motor fuel,East North Central,CUUR0230SETB,2019,M08,108.983
motor fuel,East North Central,CUUR0230SETB,2019,M07,114.666
motor fuel,East North Central,CUUR0230SETB,2019,M06,111.062
motor fuel,East North Central,CUUR0230SETB,2019,M05,115.612
motor fuel,East North Central,CUUR0230SETB,2019,M04,113.685
motor fuel,East North Central,CUUR0230SETB,2019,M03,103.696
motor fuel,East North Central,CUUR0230SETB,2019,M02,93.381
motor fuel,East North Central,CUUR0230SETB,2019,M01,84.722
motor fuel,West North Central,CUUR0240SETB,2024,M10,125.319
motor fuel,West North Central,CUUR0240SETB,2024,M09,127.882
motor fuel,West North Central,CUUR0240SETB,2024,M08,137.057
motor fuel,West North Central,CUUR0240SETB,2024,M07,139.724
motor fuel,West North Central,CUUR0240SETB,2024,M06,135.794
motor fuel,West North Central,CUUR0240SETB,2024,M05,139.011
motor fuel,West North Central,CUUR0240SETB,2024,M04,141.446
motor fuel,West North Central,CUUR0240SETB,2024,M03,137.887
motor fuel,West North Central,CUUR0240SETB,2024,M02,126.077
motor fuel,West North Central,CUUR0240SETB,2024,M01,118.897
motor fuel,West North Central,CUUR0240SETB,2023,M12,122.970
motor fuel,West North Central,CUUR0240SETB,2023,M11,134.223
motor fuel,West North Central,CUUR0240SETB,2023,M10,147.336
motor fuel,West North Central,CUUR0240SETB,2023,M09,157.726
motor fuel,West North Central,CUUR0240SETB,2023,M08,155.449
motor fuel,West North Central,CUUR0240SETB,2023,M07,144.479
motor fuel,West North Central,CUUR0240SETB,2023,M06,142.079
motor fuel,West North Central,CUUR0240SETB,2023,M05,141.503
motor fuel,West North Central,CUUR0240SETB,2023,M04,145.171
motor fuel,West North Central,CUUR0240SETB,2023,M03,134.777
motor fuel,West North Central,CUUR0240SETB,2023,M02,136.782
motor fuel,West North Central,CUUR0240SETB,2023,M01,133.972
motor fuel,West North Central,CUUR0240SETB,2022,M12,126.394
motor fuel,West North Central,CUUR0240SETB,2022,M11,144.771
motor fuel,West North Central,CUUR0240SETB,2022,M10,151.639
motor fuel,West North Central,CUUR0240SETB,2022,M09,150.511
motor fuel,West North Central,CUUR0240SETB,2022,M08,158.820
motor fuel,West North Central,CUUR0240SETB,2022,M07,185.731
motor fuel,West North Central,CUUR0240SETB,2022,M06,197.153
motor fuel,West North Central,CUUR0240SETB,2022,M05,173.615
motor fuel,West North Central,CUUR0240SETB,2022,M04,162.161
motor fuel,West North Central,CUUR0240SETB,2022,M03,162.279
motor fuel,West North Central,CUUR0240SETB,2022,M02,139.733
motor fuel,West North Central,CUUR0240SETB,2022,M01,130.400
motor fuel,West North Central,CUUR0240SETB,2021,M12,129.627
motor fuel,West North Central,CUUR0240SETB,2021,M11,133.094
motor fuel,West North Central,CUUR0240SETB,2021,M10,129.852
motor fuel,West North Central,CUUR0240SETB,2021,M09,124.934
motor fuel,West North Central,CUUR0240SETB,2021,M08,125.450
motor fuel,West North Central,CUUR0240SETB,2021,M07,124.946
motor fuel,West North Central,CUUR0240SETB,2021,M06,121.331
motor fuel,West North Central,CUUR0240SETB,2021,M05,119.941
motor fuel,West North Central,CUUR0240SETB,2021,M04,115.872
motor fuel,West North Central,CUUR0240SETB,2021,M03,114.813
motor fuel,West North Central,CUUR0240SETB,2021,M02,102.362
motor fuel,West North Central,CUUR0240SETB,2021,M01,94.351
motor fuel,West North Central,CUUR0240SETB,2020,M12,87.626
motor fuel,West North Central,CUUR0240SETB,2020,M11,83.542
motor fuel,West North Central,CUUR0240SETB,2020,M10,85.605
motor fuel,West North Central,CUUR0240SETB,2020,M09,87.343
motor fuel,West North Central,CUUR0240SETB,2020,M08,87.009
motor fuel,West North Central,CUUR0240SETB,2020,M07,86.915
motor fuel,West North Central,CUUR0240SETB,2020,M06,82.711
motor fuel,West North Central,CUUR0240SETB,2020,M05,72.402
motor fuel,West North Central,CUUR0240SETB,2020,M04,71.737
motor fuel,West North Central,CUUR0240SETB,2020,M03,90.028
motor fuel,West North Central,CUUR0240SETB,2020,M02,97.998
motor fuel,West North Central,CUUR0240SETB,2020,M01,100.963
motor fuel,West North Central,CUUR0240SETB,2019,M12,101.676
motor fuel,West North Central,CUUR0240SETB,2019,M11,102.554
motor fuel,West North Central,CUUR0240SETB,2019,M10,104.644
motor fuel,West North Central,CUUR0240SETB,2019,M09,106.283
motor fuel,West North Central,CUUR0240SETB,2019,M08,106.608
motor fuel,West North Central,CUUR0240SETB,2019,M07,110.838
motor fuel,West North Central,CUUR0240SETB,2019,M06,111.223
motor fuel,West North Central,CUUR0240SETB,2019,M05,115.007
motor fuel,West North Central,CUUR0240SETB,2019,M04,114.332
motor fuel,West North Central,CUUR0240SETB,2019,M03,105.389
motor fuel,West North Central,CUUR0240SETB,2019,M02,93.016
motor fuel,West North Central,CUUR0240SETB,2019,M01,86.396
motor fuel,South Atlantic,CUUR0350SETB,2024,M10,128.294
motor fuel,South Atlantic,CUUR0350SETB,2024,M09,130.003
motor fuel,South Atlantic,CUUR0350SETB,2024,M08,138.387
motor fuel,South Atlantic,CUUR0350SETB,2024,M07,143.620
motor fuel,South Atlantic,CUUR0350SETB,2024,M06,140.343
motor fuel,South Atlantic,CUUR0350SETB,2024,M05,145.302
motor fuel,South Atlantic,CUUR0350SETB,2024,M04,145.987
motor fuel,South Atlantic,CUUR0350SETB,2024,M03,141.994
motor fuel,South Atlantic,CUUR0350SETB,2024,M02,134.559
motor fuel,South Atlantic,CUUR0350SETB,2024,M01,128.138
motor fuel,South Atlantic,CUUR0350SETB,2023,M12,128.160
motor fuel,South Atlantic,CUUR0350SETB,2023,M11,130.819
motor fuel,South Atlantic,CUUR0350SETB,2023,M10,139.956
motor fuel,South Atlantic,CUUR0350SETB,2023,M09,149.865
motor fuel,South Atlantic,CUUR0350SETB,2023,M08,154.746
motor fuel,South Atlantic,CUUR0350SETB,2023,M07,143.872
motor fuel,South Atlantic,CUUR0350SETB,2023,M06,140.496
motor fuel,South Atlantic,CUUR0350SETB,2023,M05,141.896
motor fuel,South Atlantic,CUUR0350SETB,2023,M04,146.923
motor fuel,South Atlantic,CUUR0350SETB,2023,M03,137.920
motor fuel,South Atlantic,CUUR0350SETB,2023,M02,138.446
motor fuel,South Atlantic,CUUR0350SETB,2023,M01,138.099
motor fuel,South Atlantic,CUUR0350SETB,2022,M12,129.735
motor fuel,South Atlantic,CUUR0350SETB,2022,M11,143.658
motor fuel,South Atlantic,CUUR0350SETB,2022,M10,143.489
motor fuel,South Atlantic,CUUR0350SETB,2022,M09,143.956
motor fuel,South Atlantic,CUUR0350SETB,2022,M08,155.161
motor fuel,South Atlantic,CUUR0350SETB,2022,M07,178.565
motor fuel,South Atlantic,CUUR0350SETB,2022,M06,196.318
motor fuel,South Atlantic,CUUR0350SETB,2022,M05,180.928
motor fuel,South Atlantic,CUUR0350SETB,2022,M04,166.954
motor fuel,South Atlantic,CUUR0350SETB,2022,M03,170.396
motor fuel,South Atlantic,CUUR0350SETB,2022,M02,143.172
motor fuel,South Atlantic,CUUR0350SETB,2022,M01,133.583
motor fuel,South Atlantic,CUUR0350SETB,2021,M12,133.954
motor fuel,South Atlantic,CUUR0350SETB,2021,M11,136.879
motor fuel,South Atlantic,CUUR0350SETB,2021,M10,132.733
motor fuel,South Atlantic,CUUR0350SETB,2021,M09,125.815
motor fuel,South Atlantic,CUUR0350SETB,2021,M08,124.364
motor fuel,South Atlantic,CUUR0350SETB,2021,M07,124.059
motor fuel,South Atlantic,CUUR0350SETB,2021,M06,122.103
motor fuel,South Atlantic,CUUR0350SETB,2021,M05,120.362
motor fuel,South Atlantic,CUUR0350SETB,2021,M04,114.972
motor fuel,South Atlantic,CUUR0350SETB,2021,M03,114.416
motor fuel,South Atlantic,CUUR0350SETB,2021,M02,102.587
motor fuel,South Atlantic,CUUR0350SETB,2021,M01,95.874
motor fuel,South Atlantic,CUUR0350SETB,2020,M12,89.230
motor fuel,South Atlantic,CUUR0350SETB,2020,M11,85.214
motor fuel,South Atlantic,CUUR0350SETB,2020,M10,88.156
motor fuel,South Atlantic,CUUR0350SETB,2020,M09,89.475
motor fuel,South Atlantic,CUUR0350SETB,2020,M08,87.950
motor fuel,South Atlantic,CUUR0350SETB,2020,M07,87.814
motor fuel,South Atlantic,CUUR0350SETB,2020,M06,82.948
motor fuel,South Atlantic,CUUR0350SETB,2020,M05,75.806
motor fuel,South Atlantic,CUUR0350SETB,2020,M04,77.171
motor fuel,South Atlantic,CUUR0350SETB,2020,M03,91.006
motor fuel,South Atlantic,CUUR0350SETB,2020,M02,98.159
motor fuel,South Atlantic,CUUR0350SETB,2020,M01,103.145
motor fuel,South Atlantic,CUUR0350SETB,2019,M12,103.146
motor fuel,South Atlantic,CUUR0350SETB,2019,M11,101.859
motor fuel,South Atlantic,CUUR0350SETB,2019,M10,103.239
motor fuel,South Atlantic,CUUR0350SETB,2019,M09,102.824
motor fuel,South Atlantic,CUUR0350SETB,2019,M08,104.051
motor fuel,South Atlantic,CUUR0350SETB,2019,M07,110.329
motor fuel,South Atlantic,CUUR0350SETB,2019,M06,106.859
motor fuel,South Atlantic,CUUR0350SETB,2019,M05,113.538
motor fuel,South Atlantic,CUUR0350SETB,2019,M04,113.715
motor fuel,South Atlantic,CUUR0350SETB,2019,M03,104.963
motor fuel,South Atlantic,CUUR0350SETB,2019,M02,94.541
motor fuel,South Atlantic,CUUR0350SETB,2019,M01,90.887
motor fuel,East South Central,CUUR0360SETB,2024,M10,122.429
motor fuel,East South Central,CUUR0360SETB,2024,M09,122.608
motor fuel,East South Central,CUUR0360SETB,2024,M08,133.715
motor fuel,East South Central,CUUR0360SETB,2024,M07,139.254
motor fuel,East South Central,CUUR0360SETB,2024,M06,136.777
motor fuel,East South Central,CUUR0360SETB,2024,M05,141.206
motor fuel,East South Central,CUUR0360SETB,2024,M04,140.179
motor fuel,East South Central,CUUR0360SETB,2024,M03,134.209
motor fuel,East South Central,CUUR0360SETB,2024,M02,126.507
motor fuel,East South Central,CUUR0360SETB,2024,M01,119.141
motor fuel,East South Central,CUUR0360SETB,2023,M12,119.736
motor fuel,East South Central,CUUR0360SETB,2023,M11,126.702
motor fuel,East South Central,CUUR0360SETB,2023,M10,134.995
motor fuel,East South Central,CUUR0360SETB,2023,M09,146.515
motor fuel,East South Central,CUUR0360SETB,2023,M08,149.825
motor fuel,East South Central,CUUR0360SETB,2023,M07,139.483
motor fuel,East South Central,CUUR0360SETB,2023,M06,139.532
motor fuel,East South Central,CUUR0360SETB,2023,M05,138.810
motor fuel,East South Central,CUUR0360SETB,2023,M04,141.391
motor fuel,East South Central,CUUR0360SETB,2023,M03,132.246
motor fuel,East South Central,CUUR0360SETB,2023,M02,132.605
motor fuel,East South Central,CUUR0360SETB,2023,M01,131.513
motor fuel,East South Central,CUUR0360SETB,2022,M12,126.762
motor fuel,East South Central,CUUR0360SETB,2022,M11,143.740
motor fuel,East South Central,CUUR0360SETB,2022,M10,145.717
motor fuel,East South Central,CUUR0360SETB,2022,M09,141.124
motor fuel,East South Central,CUUR0360SETB,2022,M08,152.652
motor fuel,East South Central,CUUR0360SETB,2022,M07,178.527
motor fuel,East South Central,CUUR0360SETB,2022,M06,195.505
motor fuel,East South Central,CUUR0360SETB,2022,M05,176.797
motor fuel,East South Central,CUUR0360SETB,2022,M04,164.635
motor fuel,East South Central,CUUR0360SETB,2022,M03,168.916
motor fuel,East South Central,CUUR0360SETB,2022,M02,137.343
motor fuel,East South Central,CUUR0360SETB,2022,M01,127.361
motor fuel,East South Central,CUUR0360SETB,2021,M12,128.002
motor fuel,East South Central,CUUR0360SETB,2021,M11,132.870
motor fuel,East South Central,CUUR0360SETB,2021,M10,128.997
motor fuel,East South Central,CUUR0360SETB,2021,M09,121.741
motor fuel,East South Central,CUUR0360SETB,2021,M08,121.959
motor fuel,East South Central,CUUR0360SETB,2021,M07,122.710
motor fuel,East South Central,CUUR0360SETB,2021,M06,122.141
motor fuel,East South Central,CUUR0360SETB,2021,M05,120.837
motor fuel,East South Central,CUUR0360SETB,2021,M04,117.003
motor fuel,East South Central,CUUR0360SETB,2021,M03,113.465
motor fuel,East South Central,CUUR0360SETB,2021,M02,99.595
motor fuel,East South Central,CUUR0360SETB,2021,M01,92.788
motor fuel,East South Central,CUUR0360SETB,2020,M12,85.323
motor fuel,East South Central,CUUR0360SETB,2020,M11,82.555
motor fuel,East South Central,CUUR0360SETB,2020,M10,84.515
motor fuel,East South Central,CUUR0360SETB,2020,M09,86.244
motor fuel,East South Central,CUUR0360SETB,2020,M08,84.143
motor fuel,East South Central,CUUR0360SETB,2020,M07,85.006
motor fuel,East South Central,CUUR0360SETB,2020,M06,79.491
motor fuel,East South Central,CUUR0360SETB,2020,M05,71.239
motor fuel,East South Central,CUUR0360SETB,2020,M04,75.064
motor fuel,East South Central,CUUR0360SETB,2020,M03,88.217
motor fuel,East South Central,CUUR0360SETB,2020,M02,98.420
motor fuel,East South Central,CUUR0360SETB,2020,M01,103.852
motor fuel,East South Central,CUUR0360SETB,2019,M12,102.565
motor fuel,East South Central,CUUR0360SETB,2019,M11,102.602
motor fuel,East South Central,CUUR0360SETB,2019,M10,103.357
motor fuel,East South Central,CUUR0360SETB,2019,M09,103.641
motor fuel,East South Central,CUUR0360SETB,2019,M08,103.245
motor fuel,East South Central,CUUR0360SETB,2019,M07,108.681
motor fuel,East South Central,CUUR0360SETB,2019,M06,104.979
motor fuel,East South Central,CUUR0360SETB,2019,M05,110.858
motor fuel,East South Central,CUUR0360SETB,2019,M04,112.407
motor fuel,East South Central,CUUR0360SETB,2019,M03,105.391
motor fuel,East South Central,CUUR0360SETB,2019,M02,94.898
motor fuel,East South Central,CUUR0360SETB,2019,M01,90.838
motor fuel,West South Central,CUUR0370SETB,2024,M10,123.407
motor fuel,West South Central,CUUR0370SETB,2024,M09,125.126
motor fuel,West South Central,CUUR0370SETB,2024,M08,134.193
motor fuel,West South Central,CUUR0370SETB,2024,M07,139.289
motor fuel,West South Central,CUUR0370SETB,2024,M06,135.944
motor fuel,West South Central,CUUR0370SETB,2024,M05,142.539
motor fuel,West South Central,CUUR0370SETB,2024,M04,143.718
motor fuel,West South Central,CUUR0370SETB,2024,M03,137.465
motor fuel,West South Central,CUUR0370SETB,2024,M02,128.774
motor fuel,West South Central,CUUR0370SETB,2024,M01,121.493
motor fuel,West South Central,CUUR0370SETB,2023,M12,119.441
motor fuel,West South Central,CUUR0370SETB,2023,M11,126.988
motor fuel,West South Central,CUUR0370SETB,2023,M10,139.429
motor fuel,West South Central,CUUR0370SETB,2023,M09,152.497
motor fuel,West South Central,CUUR0370SETB,2023,M08,153.407
motor fuel,West South Central,CUUR0370SETB,2023,M07,143.494
motor fuel,West South Central,CUUR0370SETB,2023,M06,140.334
motor fuel,West South Central,CUUR0370SETB,2023,M05,138.363
motor fuel,West South Central,CUUR0370SETB,2023,M04,145.259
motor fuel,West South Central,CUUR0370SETB,2023,M03,136.665
motor fuel,West South Central,CUUR0370SETB,2023,M02,135.243
motor fuel,West South Central,CUUR0370SETB,2023,M01,133.783
