county_code,county,msa_code,msa,csa_code,csa_title,msa_name,states,types,first_town,state_abbr,msa_short
1001,"Autauga County, Alabama",C3386,"Montgomery, AL MSA",CS388,"Montgomery-Selma, AL CSA",Montgomery,AL,MSA,Montgomery,AL,"Montgomery, AL"
1003,"Baldwin County, Alabama",C1930,"Daphne-Fairhope-Foley, AL MSA",CS380,"Mobile-Daphne-Fairhope, AL CSA",Daphne-Fairhope-Foley,AL,MSA,Daphne,AL,"Daphne, AL"
1007,"Bibb County, Alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA",Birmingham,AL,MSA,Birmingham,AL,"Birmingham, AL"
1009,"Blount County, Alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA",Birmingham,AL,MSA,Birmingham,AL,"Birmingham, AL"
1015,"Calhoun County, Alabama",C1150,"Anniston-Oxford, AL MSA",,,Anniston-Oxford,AL,MSA,Anniston,AL,"Anniston, AL"
1021,"Chilton County, Alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA",Birmingham,AL,MSA,Birmingham,AL,"Birmingham, AL"
1033,"Colbert County, Alabama",C2252,"Florence-Muscle Shoals, AL MSA",CS250,"Florence-Muscle Shoals-Russellville, AL CSA",Florence-Muscle Shoals,AL,MSA,Florence,AL,"Florence, AL"
1051,"Elmore County, Alabama",C3386,"Montgomery, AL MSA",CS388,"Montgomery-Selma, AL CSA",Montgomery,AL,MSA,Montgomery,AL,"Montgomery, AL"
1055,"Etowah County, Alabama",C2346,"Gadsden, AL MSA",,,Gadsden,AL,MSA,Gadsden,AL,"Gadsden, AL"
1061,"Geneva County, Alabama",C2002,"Dothan, AL MSA",CS222,"Dothan-Enterprise-Ozark, AL CSA",Dothan,AL,MSA,Dothan,AL,"Dothan, AL"
1063,"Greene County, Alabama",C4622,"Tuscaloosa, AL MSA",,,Tuscaloosa,AL,MSA,Tuscaloosa,AL,"Tuscaloosa, AL"
1065,"Hale County, Alabama",C4622,"Tuscaloosa, AL MSA",,,Tuscaloosa,AL,MSA,Tuscaloosa,AL,"Tuscaloosa, AL"
1067,"Henry County, Alabama",C2002,"Dothan, AL MSA",CS222,"Dothan-Enterprise-Ozark, AL CSA",Dothan,AL,MSA,Dothan,AL,"Dothan, AL"
1069,"Houston County, Alabama",C2002,"Dothan, AL MSA",CS222,"Dothan-Enterprise-Ozark, AL CSA",Dothan,AL,MSA,Dothan,AL,"Dothan, AL"
1073,"Jefferson County, Alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA",Birmingham,AL,MSA,Birmingham,AL,"Birmingham, AL"
1077,"Lauderdale County, Alabama",C2252,"Florence-Muscle Shoals, AL MSA",CS250,"Florence-Muscle Shoals-Russellville, AL CSA",Florence-Muscle Shoals,AL,MSA,Florence,AL,"Florence, AL"
1079,"Lawrence County, Alabama",C1946,"Decatur, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL-TN CSA",Decatur,AL,MSA,Decatur,AL,"Decatur, AL"
1081,"Lee County, Alabama",C1222,"Auburn-Opelika, AL MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA",Auburn-Opelika,AL,MSA,Auburn,AL,"Auburn, AL"
1083,"Limestone County, Alabama",C2662,"Huntsville, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL-TN CSA",Huntsville,AL,MSA,Huntsville,AL,"Huntsville, AL"
1085,"Lowndes County, Alabama",C3386,"Montgomery, AL MSA",CS388,"Montgomery-Selma, AL CSA",Montgomery,AL,MSA,Montgomery,AL,"Montgomery, AL"
1087,"Macon County, Alabama",C1222,"Auburn-Opelika, AL MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA",Auburn-Opelika,AL,MSA,Auburn,AL,"Auburn, AL"
1089,"Madison County, Alabama",C2662,"Huntsville, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL-TN CSA",Huntsville,AL,MSA,Huntsville,AL,"Huntsville, AL"
1097,"Mobile County, Alabama",C3366,"Mobile, AL MSA",CS380,"Mobile-Daphne-Fairhope, AL CSA",Mobile,AL,MSA,Mobile,AL,"Mobile, AL"
1101,"Montgomery County, Alabama",C3386,"Montgomery, AL MSA",CS388,"Montgomery-Selma, AL CSA",Montgomery,AL,MSA,Montgomery,AL,"Montgomery, AL"
1103,"Morgan County, Alabama",C1946,"Decatur, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL-TN CSA",Decatur,AL,MSA,Decatur,AL,"Decatur, AL"
1107,"Pickens County, Alabama",C4622,"Tuscaloosa, AL MSA",,,Tuscaloosa,AL,MSA,Tuscaloosa,AL,"Tuscaloosa, AL"
1113,"Russell County, Alabama",C1798,"Columbus, GA-AL MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA",Columbus,GA-AL,MSA,Columbus,GA,"Columbus, GA"
1115,"St. Clair County, Alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA",Birmingham,AL,MSA,Birmingham,AL,"Birmingham, AL"
1117,"Shelby County, Alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA",Birmingham,AL,MSA,Birmingham,AL,"Birmingham, AL"
1125,"Tuscaloosa County, Alabama",C4622,"Tuscaloosa, AL MSA",,,Tuscaloosa,AL,MSA,Tuscaloosa,AL,"Tuscaloosa, AL"
1127,"Walker County, Alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA",Birmingham,AL,MSA,Birmingham,AL,"Birmingham, AL"
2020,"Anchorage Municipality, Alaska",C1126,"Anchorage, AK MSA",,,Anchorage,AK,MSA,Anchorage,AK,"Anchorage, AK"
2090,"Fairbanks North Star Borough, Alaska",C2182,"Fairbanks-College, AK MSA",,,Fairbanks-College,AK,MSA,Fairbanks,AK,"Fairbanks, AK"
2170,"Matanuska-Susitna Borough, Alaska",C1126,"Anchorage, AK MSA",,,Anchorage,AK,MSA,Anchorage,AK,"Anchorage, AK"
4003,"Cochise County, Arizona",C4342,"Sierra Vista-Douglas, AZ MSA",,,Sierra Vista-Douglas,AZ,MSA,Sierra Vista,AZ,"Sierra Vista, AZ"
4005,"Coconino County, Arizona",C2238,"Flagstaff, AZ MSA",,,Flagstaff,AZ,MSA,Flagstaff,AZ,"Flagstaff, AZ"
4013,"Maricopa County, Arizona",C3806,"Phoenix-Mesa-Chandler, AZ MSA",CS429,"Phoenix-Mesa, AZ CSA",Phoenix-Mesa-Chandler,AZ,MSA,Phoenix,AZ,"Phoenix, AZ"
4015,"Mohave County, Arizona",C2942,"Lake Havasu City-Kingman, AZ MSA",,,Lake Havasu City-Kingman,AZ,MSA,Lake Havasu City,AZ,"Lake Havasu City, AZ"
4019,"Pima County, Arizona",C4606,"Tucson, AZ MSA",CS536,"Tucson-Nogales, AZ CSA",Tucson,AZ,MSA,Tucson,AZ,"Tucson, AZ"
4021,"Pinal County, Arizona",C3806,"Phoenix-Mesa-Chandler, AZ MSA",CS429,"Phoenix-Mesa, AZ CSA",Phoenix-Mesa-Chandler,AZ,MSA,Phoenix,AZ,"Phoenix, AZ"
4025,"Yavapai County, Arizona",C3915,"Prescott Valley-Prescott, AZ MSA",,,Prescott Valley-Prescott,AZ,MSA,Prescott Valley,AZ,"Prescott Valley, AZ"
4027,"Yuma County, Arizona",C4974,"Yuma, AZ MSA",,,Yuma,AZ,MSA,Yuma,AZ,"Yuma, AZ"
5007,"Benton County, Arkansas",C2222,"Fayetteville-Springdale-Rogers, AR MSA",,,Fayetteville-Springdale-Rogers,AR,MSA,Fayetteville,AR,"Fayetteville, AR"
5031,"Craighead County, Arkansas",C2786,"Jonesboro, AR MSA",CS308,"Jonesboro-Paragould, AR CSA",Jonesboro,AR,MSA,Jonesboro,AR,"Jonesboro, AR"
5033,"Crawford County, Arkansas",C2290,"Fort Smith, AR-OK MSA",,,Fort Smith,AR-OK,MSA,Fort Smith,AR,"Fort Smith, AR"
5035,"Crittenden County, Arkansas",C3282,"Memphis, TN-MS-AR MSA",CS368,"Memphis-Clarksdale-Forrest City, TN-MS-AR CSA",Memphis,TN-MS-AR,MSA,Memphis,TN,"Memphis, TN"
5045,"Faulkner County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA",Little Rock-North Little Rock-Conway,AR,MSA,Little Rock,AR,"Little Rock, AR"
5051,"Garland County, Arkansas",C2630,"Hot Springs, AR MSA",CS284,"Hot Springs-Malvern, AR CSA",Hot Springs,AR,MSA,Hot Springs,AR,"Hot Springs, AR"
5053,"Grant County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA",Little Rock-North Little Rock-Conway,AR,MSA,Little Rock,AR,"Little Rock, AR"
5081,"Little River County, Arkansas",C4550,"Texarkana, TX-AR MSA",,,Texarkana,TX-AR,MSA,Texarkana,TX,"Texarkana, TX"
5085,"Lonoke County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA",Little Rock-North Little Rock-Conway,AR,MSA,Little Rock,AR,"Little Rock, AR"
5087,"Madison County, Arkansas",C2222,"Fayetteville-Springdale-Rogers, AR MSA",,,Fayetteville-Springdale-Rogers,AR,MSA,Fayetteville,AR,"Fayetteville, AR"
5091,"Miller County, Arkansas",C4550,"Texarkana, TX-AR MSA",,,Texarkana,TX-AR,MSA,Texarkana,TX,"Texarkana, TX"
5105,"Perry County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA",Little Rock-North Little Rock-Conway,AR,MSA,Little Rock,AR,"Little Rock, AR"
5111,"Poinsett County, Arkansas",C2786,"Jonesboro, AR MSA",CS308,"Jonesboro-Paragould, AR CSA",Jonesboro,AR,MSA,Jonesboro,AR,"Jonesboro, AR"
5119,"Pulaski County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA",Little Rock-North Little Rock-Conway,AR,MSA,Little Rock,AR,"Little Rock, AR"
5125,"Saline County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA",Little Rock-North Little Rock-Conway,AR,MSA,Little Rock,AR,"Little Rock, AR"
5131,"Sebastian County, Arkansas",C2290,"Fort Smith, AR-OK MSA",,,Fort Smith,AR-OK,MSA,Fort Smith,AR,"Fort Smith, AR"
5143,"Washington County, Arkansas",C2222,"Fayetteville-Springdale-Rogers, AR MSA",,,Fayetteville-Springdale-Rogers,AR,MSA,Fayetteville,AR,"Fayetteville, AR"
6001,"Alameda County, California",C4186,"San Francisco-Oakland-Fremont, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",San Francisco-Oakland-Fremont,CA,MSA,San Francisco,CA,"San Francisco, CA"
6007,"Butte County, California",C1702,"Chico, CA MSA",,,Chico,CA,MSA,Chico,CA,"Chico, CA"
6013,"Contra Costa County, California",C4186,"San Francisco-Oakland-Fremont, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",San Francisco-Oakland-Fremont,CA,MSA,San Francisco,CA,"San Francisco, CA"
6017,"El Dorado County, California",C4090,"Sacramento-Roseville-Folsom, CA MSA",CS472,"Sacramento-Roseville, CA CSA",Sacramento-Roseville-Folsom,CA,MSA,Sacramento,CA,"Sacramento, CA"
6019,"Fresno County, California",C2342,"Fresno, CA MSA",CS260,"Fresno-Hanford-Corcoran, CA CSA",Fresno,CA,MSA,Fresno,CA,"Fresno, CA"
6025,"Imperial County, California",C2094,"El Centro, CA MSA",,,El Centro,CA,MSA,El Centro,CA,"El Centro, CA"
6029,"Kern County, California",C1254,"Bakersfield-Delano, CA MSA",,,Bakersfield-Delano,CA,MSA,Bakersfield,CA,"Bakersfield, CA"
6031,"Kings County, California",C2526,"Hanford-Corcoran, CA MSA",CS260,"Fresno-Hanford-Corcoran, CA CSA",Hanford-Corcoran,CA,MSA,Hanford,CA,"Hanford, CA"
6037,"Los Angeles County, California",C3108,"Los Angeles-Long Beach-Anaheim, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA",Los Angeles-Long Beach-Anaheim,CA,MSA,Los Angeles,CA,"Los Angeles, CA"
6039,"Madera County, California",C2342,"Fresno, CA MSA",CS260,"Fresno-Hanford-Corcoran, CA CSA",Fresno,CA,MSA,Fresno,CA,"Fresno, CA"
6041,"Marin County, California",C4186,"San Francisco-Oakland-Fremont, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",San Francisco-Oakland-Fremont,CA,MSA,San Francisco,CA,"San Francisco, CA"
6047,"Merced County, California",C3290,"Merced, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",Merced,CA,MSA,Merced,CA,"Merced, CA"
6053,"Monterey County, California",C4150,"Salinas, CA MSA",,,Salinas,CA,MSA,Salinas,CA,"Salinas, CA"
6055,"Napa County, California",C3490,"Napa, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",Napa,CA,MSA,Napa,CA,"Napa, CA"
6059,"Orange County, California",C3108,"Los Angeles-Long Beach-Anaheim, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA",Los Angeles-Long Beach-Anaheim,CA,MSA,Los Angeles,CA,"Los Angeles, CA"
6061,"Placer County, California",C4090,"Sacramento-Roseville-Folsom, CA MSA",CS472,"Sacramento-Roseville, CA CSA",Sacramento-Roseville-Folsom,CA,MSA,Sacramento,CA,"Sacramento, CA"
6065,"Riverside County, California",C4014,"Riverside-San Bernardino-Ontario, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA",Riverside-San Bernardino-Ontario,CA,MSA,Riverside,CA,"Riverside, CA"
6067,"Sacramento County, California",C4090,"Sacramento-Roseville-Folsom, CA MSA",CS472,"Sacramento-Roseville, CA CSA",Sacramento-Roseville-Folsom,CA,MSA,Sacramento,CA,"Sacramento, CA"
6069,"San Benito County, California",C4194,"San Jose-Sunnyvale-Santa Clara, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",San Jose-Sunnyvale-Santa Clara,CA,MSA,San Jose,CA,"San Jose, CA"
6071,"San Bernardino County, California",C4014,"Riverside-San Bernardino-Ontario, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA",Riverside-San Bernardino-Ontario,CA,MSA,Riverside,CA,"Riverside, CA"
6073,"San Diego County, California",C4174,"San Diego-Chula Vista-Carlsbad, CA MSA",,,San Diego-Chula Vista-Carlsbad,CA,MSA,San Diego,CA,"San Diego, CA"
6075,"San Francisco County, California",C4186,"San Francisco-Oakland-Fremont, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",San Francisco-Oakland-Fremont,CA,MSA,San Francisco,CA,"San Francisco, CA"
6077,"San Joaquin County, California",C4470,"Stockton-Lodi, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",Stockton-Lodi,CA,MSA,Stockton,CA,"Stockton, CA"
6079,"San Luis Obispo County, California",C4202,"San Luis Obispo-Paso Robles, CA MSA",,,San Luis Obispo-Paso Robles,CA,MSA,San Luis Obispo,CA,"San Luis Obispo, CA"
6081,"San Mateo County, California",C4186,"San Francisco-Oakland-Fremont, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",San Francisco-Oakland-Fremont,CA,MSA,San Francisco,CA,"San Francisco, CA"
6083,"Santa Barbara County, California",C4220,"Santa Maria-Santa Barbara, CA MSA",,,Santa Maria-Santa Barbara,CA,MSA,Santa Maria,CA,"Santa Maria, CA"
6085,"Santa Clara County, California",C4194,"San Jose-Sunnyvale-Santa Clara, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",San Jose-Sunnyvale-Santa Clara,CA,MSA,San Jose,CA,"San Jose, CA"
6087,"Santa Cruz County, California",C4210,"Santa Cruz-Watsonville, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",Santa Cruz-Watsonville,CA,MSA,Santa Cruz,CA,"Santa Cruz, CA"
6089,"Shasta County, California",C3982,"Redding, CA MSA",CS454,"Redding-Red Bluff, CA CSA",Redding,CA,MSA,Redding,CA,"Redding, CA"
6095,"Solano County, California",C4670,"Vallejo, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",Vallejo,CA,MSA,Vallejo,CA,"Vallejo, CA"
6097,"Sonoma County, California",C4222,"Santa Rosa-Petaluma, CA MSA",,,Santa Rosa-Petaluma,CA,MSA,Santa Rosa,CA,"Santa Rosa, CA"
6099,"Stanislaus County, California",C3370,"Modesto, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",Modesto,CA,MSA,Modesto,CA,"Modesto, CA"
6101,"Sutter County, California",C4970,"Yuba City, CA MSA",CS472,"Sacramento-Roseville, CA CSA",Yuba City,CA,MSA,Yuba City,CA,"Yuba City, CA"
6107,"Tulare County, California",C4730,"Visalia, CA MSA",,,Visalia,CA,MSA,Visalia,CA,"Visalia, CA"
6111,"Ventura County, California",C3710,"Oxnard-Thousand Oaks-Ventura, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA",Oxnard-Thousand Oaks-Ventura,CA,MSA,Oxnard,CA,"Oxnard, CA"
6113,"Yolo County, California",C4090,"Sacramento-Roseville-Folsom, CA MSA",CS472,"Sacramento-Roseville, CA CSA",Sacramento-Roseville-Folsom,CA,MSA,Sacramento,CA,"Sacramento, CA"
6115,"Yuba County, California",C4970,"Yuba City, CA MSA",CS472,"Sacramento-Roseville, CA CSA",Yuba City,CA,MSA,Yuba City,CA,"Yuba City, CA"
8001,"Adams County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8005,"Arapahoe County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8013,"Boulder County, Colorado",C1450,"Boulder, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Boulder,CO,MSA,Boulder,CO,"Boulder, CO"
8014,"Broomfield County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8019,"Clear Creek County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8031,"Denver County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8035,"Douglas County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8039,"Elbert County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8041,"El Paso County, Colorado",C1782,"Colorado Springs, CO MSA",,,Colorado Springs,CO,MSA,Colorado Springs,CO,"Colorado Springs, CO"
8047,"Gilpin County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8059,"Jefferson County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8069,"Larimer County, Colorado",C2266,"Fort Collins-Loveland, CO MSA",,,Fort Collins-Loveland,CO,MSA,Fort Collins,CO,"Fort Collins, CO"
8077,"Mesa County, Colorado",C2430,"Grand Junction, CO MSA",,,Grand Junction,CO,MSA,Grand Junction,CO,"Grand Junction, CO"
8093,"Park County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8101,"Pueblo County, Colorado",C3938,"Pueblo, CO MSA",CS444,"Pueblo-Canon City, CO CSA",Pueblo,CO,MSA,Pueblo,CO,"Pueblo, CO"
8119,"Teller County, Colorado",C1782,"Colorado Springs, CO MSA",,,Colorado Springs,CO,MSA,Colorado Springs,CO,"Colorado Springs, CO"
8123,"Weld County, Colorado",C2454,"Greeley, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Greeley,CO,MSA,Greeley,CO,"Greeley, CO"
9110,"Capitol Planning Region, Connecticut",C2554,"Hartford-West Hartford-East Hartford, CT MSA",CS405,"New Haven-Hartford-Waterbury, CT CSA",Hartford-West Hartford-East Hartford,CT,MSA,Hartford,CT,"Hartford, CT"
9120,"Greater Bridgeport Planning Region, Connecticut",C1486,"Bridgeport-Stamford-Danbury, CT MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",Bridgeport-Stamford-Danbury,CT,MSA,Bridgeport,CT,"Bridgeport, CT"
9130,"Lower Connecticut River Valley Planning Region, Connecticut",C2554,"Hartford-West Hartford-East Hartford, CT MSA",CS405,"New Haven-Hartford-Waterbury, CT CSA",Hartford-West Hartford-East Hartford,CT,MSA,Hartford,CT,"Hartford, CT"
9140,"Naugatuck Valley Planning Region, Connecticut",C4793,"Waterbury-Shelton, CT MSA",CS405,"New Haven-Hartford-Waterbury, CT CSA",Waterbury-Shelton,CT,MSA,Waterbury,CT,"Waterbury, CT"
9170,"South Central Connecticut Planning Region, Connecticut",C3530,"New Haven, CT MSA",CS405,"New Haven-Hartford-Waterbury, CT CSA",New Haven,CT,MSA,New Haven,CT,"New Haven, CT"
9180,"Southeastern Connecticut Planning Region, Connecticut",C3598,"Norwich-New London-Willimantic, CT MSA",CS405,"New Haven-Hartford-Waterbury, CT CSA",Norwich-New London-Willimantic,CT,MSA,Norwich,CT,"Norwich, CT"
9190,"Western Connecticut Planning Region, Connecticut",C1486,"Bridgeport-Stamford-Danbury, CT MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",Bridgeport-Stamford-Danbury,CT,MSA,Bridgeport,CT,"Bridgeport, CT"
10001,"Kent County, Delaware",C2010,"Dover, DE MSA",CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Dover,DE,MSA,Dover,DE,"Dover, DE"
10003,"New Castle County, Delaware",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,MSA,Philadelphia,PA,"Philadelphia, PA"
11001,District of Columbia,C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",Washington-Arlington-Alexandria,DC-VA-MD-WV,MSA,Washington,DC,"Washington, DC"
12001,"Alachua County, Florida",C2354,"Gainesville, FL MSA",CS264,"Gainesville-Lake City, FL CSA",Gainesville,FL,MSA,Gainesville,FL,"Gainesville, FL"
12003,"Baker County, Florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-Kingsland-Palatka, FL-GA CSA",Jacksonville,FL,MSA,Jacksonville,FL,"Jacksonville, FL"
12005,"Bay County, Florida",C3746,"Panama City-Panama City Beach, FL MSA",,,Panama City-Panama City Beach,FL,MSA,Panama City,FL,"Panama City, FL"
12009,"Brevard County, Florida",C3734,"Palm Bay-Melbourne-Titusville, FL MSA",,,Palm Bay-Melbourne-Titusville,FL,MSA,Palm Bay,FL,"Palm Bay, FL"
12011,"Broward County, Florida",C3310,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",CS370,"Miami-Port St. Lucie-Fort Lauderdale, FL CSA",Miami-Fort Lauderdale-West Palm Beach,FL,MSA,Miami,FL,"Miami, FL"
12015,"Charlotte County, Florida",C3946,"Punta Gorda, FL MSA",CS412,"North Port-Bradenton, FL CSA",Punta Gorda,FL,MSA,Punta Gorda,FL,"Punta Gorda, FL"
12017,"Citrus County, Florida",C2614,"Homosassa Springs, FL MSA",,,Homosassa Springs,FL,MSA,Homosassa Springs,FL,"Homosassa Springs, FL"
12019,"Clay County, Florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-Kingsland-Palatka, FL-GA CSA",Jacksonville,FL,MSA,Jacksonville,FL,"Jacksonville, FL"
12021,"Collier County, Florida",C3494,"Naples-Marco Island, FL MSA",CS163,"Cape Coral-Fort Myers-Naples, FL CSA",Naples-Marco Island,FL,MSA,Naples,FL,"Naples, FL"
12031,"Duval County, Florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-Kingsland-Palatka, FL-GA CSA",Jacksonville,FL,MSA,Jacksonville,FL,"Jacksonville, FL"
12033,"Escambia County, Florida",C3786,"Pensacola-Ferry Pass-Brent, FL MSA",,,Pensacola-Ferry Pass-Brent,FL,MSA,Pensacola,FL,"Pensacola, FL"
12035,"Flagler County, Florida",C1966,"Deltona-Daytona Beach-Ormond Beach, FL MSA",CS422,"Orlando-Lakeland-Deltona, FL CSA",Deltona-Daytona Beach-Ormond Beach,FL,MSA,Deltona,FL,"Deltona, FL"
12039,"Gadsden County, Florida",C4522,"Tallahassee, FL MSA",CS533,"Tallahassee-Bainbridge, FL-GA CSA",Tallahassee,FL,MSA,Tallahassee,FL,"Tallahassee, FL"
12041,"Gilchrist County, Florida",C2354,"Gainesville, FL MSA",CS264,"Gainesville-Lake City, FL CSA",Gainesville,FL,MSA,Gainesville,FL,"Gainesville, FL"
12053,"Hernando County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL MSA",,,Tampa-St. Petersburg-Clearwater,FL,MSA,Tampa,FL,"Tampa, FL"
12055,"Highlands County, Florida",C4270,"Sebring, FL MSA",,,Sebring,FL,MSA,Sebring,FL,"Sebring, FL"
12057,"Hillsborough County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL MSA",,,Tampa-St. Petersburg-Clearwater,FL,MSA,Tampa,FL,"Tampa, FL"
12061,"Indian River County, Florida",C4268,"Sebastian-Vero Beach-West Vero Corridor, FL MSA",CS370,"Miami-Port St. Lucie-Fort Lauderdale, FL CSA",Sebastian-Vero Beach-West Vero Corridor,FL,MSA,Sebastian,FL,"Sebastian, FL"
12065,"Jefferson County, Florida",C4522,"Tallahassee, FL MSA",CS533,"Tallahassee-Bainbridge, FL-GA CSA",Tallahassee,FL,MSA,Tallahassee,FL,"Tallahassee, FL"
12069,"Lake County, Florida",C3674,"Orlando-Kissimmee-Sanford, FL MSA",CS422,"Orlando-Lakeland-Deltona, FL CSA",Orlando-Kissimmee-Sanford,FL,MSA,Orlando,FL,"Orlando, FL"
12071,"Lee County, Florida",C1598,"Cape Coral-Fort Myers, FL MSA",CS163,"Cape Coral-Fort Myers-Naples, FL CSA",Cape Coral-Fort Myers,FL,MSA,Cape Coral,FL,"Cape Coral, FL"
12073,"Leon County, Florida",C4522,"Tallahassee, FL MSA",CS533,"Tallahassee-Bainbridge, FL-GA CSA",Tallahassee,FL,MSA,Tallahassee,FL,"Tallahassee, FL"
12075,"Levy County, Florida",C2354,"Gainesville, FL MSA",CS264,"Gainesville-Lake City, FL CSA",Gainesville,FL,MSA,Gainesville,FL,"Gainesville, FL"
12081,"Manatee County, Florida",C3584,"North Port-Bradenton-Sarasota, FL MSA",CS412,"North Port-Bradenton, FL CSA",North Port-Bradenton-Sarasota,FL,MSA,North Port,FL,"North Port, FL"
