GeoFips,GeoName,LineCode,Description,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,rpp_change_20_22,msa,state,msa_short
18880,"crestview-fort walton beach-destin, fl (metropolitan statistical area)",1.0,rpps: all items,95.766,94.244,95.967,97.033,97.925,96.715,97.316,97.217,96.758,95.561,96.196,95.886,94.895,96.841,97.94,3.208809737077825,crestview-fort walton beach-destin,fl,crestview
18880,"crestview-fort walton beach-destin, fl (metropolitan statistical area)",2.0,  rpps: goods,96.853,94.666,96.704,96.223,95.499,96.064,95.897,95.067,95.77,95.792,95.354,95.335,95.251,95.784,95.27,0.01994729714122817,crestview-fort walton beach-destin,fl,crestview
18880,"crestview-fort walton beach-destin, fl (metropolitan statistical area)",3.0,  rpps: services: housing,88.432,87.207,89.24,92.086,97.909,91.126,92.5,92.869,89.295,85.929,91.747,97.601,92.964,93.175,99.138,6.641280495675753,crestview-fort walton beach-destin,fl,crestview
18880,"crestview-fort walton beach-destin, fl (metropolitan statistical area)",4.0,  rpps: services: utilities,95.993,98.049,96.108,94.828,92.708,90.484,94.912,93.522,88.361,87.14,88.592,90.316,86.914,87.036,92.153,6.027797593022993,crestview-fort walton beach-destin,fl,crestview
18880,"crestview-fort walton beach-destin, fl (metropolitan statistical area)",5.0,  rpps: services: other,98.166,96.728,98.179,99.722,99.991,99.644,100.311,100.594,100.749,99.385,98.827,95.938,95.897,99.643,99.852,4.1242166074016895,crestview-fort walton beach-destin,fl,crestview
19060,"cumberland, md-wv (metropolitan statistical area)",1.0,rpps: all items,90.769,90.067,90.238,91.241,92.872,90.598,93.361,91.356,91.778,89.857,88.836,88.899,88.149,91.17,86.858,-1.4645656785669683,cumberland,md-wv,cumberland
19060,"cumberland, md-wv (metropolitan statistical area)",2.0,  rpps: goods,97.897,95.684,97.047,96.883,97.117,96.972,97.299,96.283,97.052,96.968,95.614,95.4,95.28,96.229,95.438,0.1658270361041155,cumberland,md-wv,cumberland
19060,"cumberland, md-wv (metropolitan statistical area)",3.0,  rpps: services: housing,64.915,66.687,63.814,63.046,71.26,62.101,73.892,66.77,66.86,60.012,62.263,65.422,63.862,65.467,52.942,-17.099370517678746,cumberland,md-wv,cumberland
19060,"cumberland, md-wv (metropolitan statistical area)",4.0,  rpps: services: utilities,92.233,95.117,98.165,94.924,93.518,92.36,93.695,95.374,96.577,91.698,92.131,93.364,92.319,90.927,92.845,0.56976353730001,cumberland,md-wv,cumberland
19060,"cumberland, md-wv (metropolitan statistical area)",5.0,  rpps: services: other,99.026,98.322,99.597,101.408,101.336,100.469,100.396,101.177,102.265,100.786,98.306,95.577,95.577,99.742,100.224,4.862048400765881,cumberland,md-wv,cumberland
19100,"dallas-fort worth-arlington, tx (metropolitan statistical area)",1.0,rpps: all items,101.174,101.498,101.345,100.225,100.749,100.96,100.156,99.024,97.939,99.471,101.049,103.359,104.608,104.074,103.523,-1.0372055674518277,dallas-fort worth-arlington,tx,dallas
19100,"dallas-fort worth-arlington, tx (metropolitan statistical area)",2.0,  rpps: goods,99.529,97.158,99.007,95.948,99.379,99.35,97.728,97.828,102.596,99.479,99.236,99.958,102.539,102.851,102.198,-0.3325563931772381,dallas-fort worth-arlington,tx,dallas
19100,"dallas-fort worth-arlington, tx (metropolitan statistical area)",3.0,  rpps: services: housing,103.325,102.414,101.866,104.106,103.579,103.816,105.444,106.116,108.727,110.849,111.838,112.619,114.375,114.302,116.302,1.6848087431694045,dallas-fort worth-arlington,tx,dallas
19100,"dallas-fort worth-arlington, tx (metropolitan statistical area)",4.0,  rpps: services: utilities,108.651,104.961,108.9,103.639,99.963,108.629,98.108,97.188,99.524,97.518,98.578,88.095,82.747,85.248,88.241,6.639515631986657,dallas-fort worth-arlington,tx,dallas
19100,"dallas-fort worth-arlington, tx (metropolitan statistical area)",5.0,  rpps: services: other,101.294,104.374,102.457,102.263,101.03,100.942,100.679,98.062,92.127,96.652,99.669,104.208,104.679,103.23,102.005,-2.5544760649222926,dallas-fort worth-arlington,tx,dallas
19140,"dalton, ga (metropolitan statistical area)",1.0,rpps: all items,89.204,85.122,89.231,87.4,88.459,87.823,88.972,88.632,87.582,85.439,88.793,87.679,84.347,90.738,90.56,7.365999976288437,dalton,ga,dalton
19140,"dalton, ga (metropolitan statistical area)",2.0,  rpps: goods,94.011,91.076,96.075,94.111,90.759,93.085,91.384,90.789,92.137,91.573,95.655,95.444,95.246,95.879,95.271,0.026247821430827212,dalton,ga,dalton
19140,"dalton, ga (metropolitan statistical area)",3.0,  rpps: services: housing,69.881,62.287,70.042,62.882,64.751,59.558,61.682,64.017,60.498,53.861,57.897,58.39,49.9,62.55,63.227,26.707414829659314,dalton,ga,dalton
19140,"dalton, ga (metropolitan statistical area)",4.0,  rpps: services: utilities,84.037,82.32,84.405,88.919,93.387,92.521,94.724,95.568,93.822,94.802,88.714,90.587,91.31,90.783,93.391,2.2790493921804873,dalton,ga,dalton
19140,"dalton, ga (metropolitan statistical area)",5.0,  rpps: services: other,95.034,91.863,93.293,94.263,97.754,97.345,98.335,97.561,96.165,94.899,97.525,95.651,95.137,99.371,99.432,4.5145421865310045,dalton,ga,dalton
19180,"danville, il (metropolitan statistical area)",1.0,rpps: all items,81.003,83.477,87.718,86.706,87.562,86.375,87.252,85.988,84.287,83.981,87.794,86.884,86.597,87.94,87.8,1.3891936210261362,danville,il,danville
19180,"danville, il (metropolitan statistical area)",2.0,  rpps: goods,77.316,84.866,93.341,93.959,95.114,93.989,95.511,95.954,94.447,93.667,97.525,96.4,94.018,94.616,90.472,-3.7716182007700723,danville,il,danville
19180,"danville, il (metropolitan statistical area)",3.0,  rpps: services: housing,56.771,58.292,61.113,59.789,57.262,59.525,58.375,58.47,54.845,57.195,52.818,52.837,53.535,54.552,57.307,7.045857850004681,danville,il,danville
19180,"danville, il (metropolitan statistical area)",4.0,  rpps: services: utilities,86.304,83.875,91.195,83.014,80.712,79.239,83.898,83.824,86.509,87.446,93.808,90.085,90.758,92.261,96.688,6.533859274113585,danville,il,danville
19180,"danville, il (metropolitan statistical area)",5.0,  rpps: services: other,93.989,94.41,94.3,92.398,94.856,93.759,93.918,90.819,89.782,89.416,96.29,98.429,97.81,97.879,97.93,0.1226868418362177,danville,il,danville
19300,"daphne-fairhope-foley, al (metropolitan statistical area)",1.0,rpps: all items,95.217,94.531,96.617,93.374,95.844,94.158,94.076,93.475,94.811,95.652,91.47,94.646,90.779,92.022,91.076,0.3271681776622314,daphne-fairhope-foley,al,daphne
19300,"daphne-fairhope-foley, al (metropolitan statistical area)",2.0,  rpps: goods,96.729,94.838,96.452,96.374,96.68,97.155,97.7,96.396,97.111,97.036,92.5,94.647,94.366,93.939,94.618,0.2670453341245738,daphne-fairhope-foley,al,daphne
19300,"daphne-fairhope-foley, al (metropolitan statistical area)",3.0,  rpps: services: housing,87.819,88.038,91.446,72.294,83.077,79.534,77.517,74.641,77.426,84.252,80.9,91.697,75.205,80.42,75.226,0.027923675287548428,daphne-fairhope-foley,al,daphne
19300,"daphne-fairhope-foley, al (metropolitan statistical area)",4.0,  rpps: services: utilities,90.693,90.593,92.5,92.709,92.72,91.314,92.214,92.133,92.76,90.505,86.55,84.057,82.529,85.047,86.576,4.903730809775954,daphne-fairhope-foley,al,daphne
19300,"daphne-fairhope-foley, al (metropolitan statistical area)",5.0,  rpps: services: other,98.479,98.044,99.838,101.428,101.775,100.582,100.359,100.978,102.174,100.795,95.902,96.87,96.507,96.06,96.923,0.43105681453158506,daphne-fairhope-foley,al,daphne
19340,"davenport-moline-rock island, ia-il (metropolitan statistical area)",1.0,rpps: all items,94.88,93.277,94.148,91.983,93.252,93.207,92.501,91.498,90.807,91.097,91.978,92.06,91.796,91.363,88.878,-3.178787746742784,davenport-moline-rock island,ia-il,davenport
19340,"davenport-moline-rock island, ia-il (metropolitan statistical area)",2.0,  rpps: goods,97.959,96.975,96.364,95.952,97.058,96.852,98.424,98.124,97.378,95.653,94.696,97.039,95.888,94.241,93.442,-2.550892708159532,davenport-moline-rock island,ia-il,davenport
19340,"davenport-moline-rock island, ia-il (metropolitan statistical area)",3.0,  rpps: services: housing,75.133,70.073,77.487,72.27,76.319,75.619,72.451,69.714,67.602,74.409,72.407,69.22,71.606,71.876,68.715,-4.037371170013674,davenport-moline-rock island,ia-il,davenport
19340,"davenport-moline-rock island, ia-il (metropolitan statistical area)",4.0,  rpps: services: utilities,94.852,94.512,92.765,93.507,90.962,88.75,85.386,84.287,82.154,89.981,99.234,100.267,100.241,101.346,106.829,6.572161091768831,davenport-moline-rock island,ia-il,davenport
19340,"davenport-moline-rock island, ia-il (metropolitan statistical area)",5.0,  rpps: services: other,99.587,99.189,98.705,96.017,96.52,97.337,96.635,94.963,96.124,94.548,96.635,96.621,96.551,95.491,92.46,-4.237138921399062,davenport-moline-rock island,ia-il,davenport
19430,"dayton-kettering, oh (metropolitan statistical area)",1.0,rpps: all items,96.081,94.673,94.285,93.183,93.144,93.637,93.538,92.666,92.784,91.849,92.769,92.457,91.799,92.242,91.392,-0.4433599494547987,dayton-kettering,oh,dayton
19430,"dayton-kettering, oh (metropolitan statistical area)",2.0,  rpps: goods,98.594,97.507,96.345,95.985,97.268,97.103,98.57,98.01,97.19,95.266,97.25,95.803,93.809,94.33,92.125,-1.7951369271605042,dayton-kettering,oh,dayton
19430,"dayton-kettering, oh (metropolitan statistical area)",3.0,  rpps: services: housing,80.162,75.417,77.776,78.398,74.219,75.693,76.312,76.165,74.666,75.43,72.8,69.286,73.183,73.386,72.851,-0.453657270131052,dayton-kettering,oh,dayton
19430,"dayton-kettering, oh (metropolitan statistical area)",4.0,  rpps: services: utilities,100.265,104.238,97.739,98.724,96.447,95.746,89.654,89.18,84.737,90.585,94.544,90.759,91.298,91.999,89.246,-2.247584832088333,dayton-kettering,oh,dayton
19430,"dayton-kettering, oh (metropolitan statistical area)",5.0,  rpps: services: other,99.604,99.205,98.81,96.048,96.754,97.301,96.321,94.924,96.398,95.33,96.225,98.483,97.537,97.44,97.577,0.041010078226716054,dayton-kettering,oh,dayton
19460,"decatur, al (metropolitan statistical area)",1.0,rpps: all items,89.767,85.157,88.758,90.511,88.207,90.708,87.262,90.209,89.194,88.956,87.249,84.376,87.167,86.108,87.173,0.006883338878245469,decatur,al,decatur
19460,"decatur, al (metropolitan statistical area)",2.0,  rpps: goods,96.729,94.838,96.452,96.374,96.68,97.155,97.7,96.396,97.111,97.036,92.5,94.647,94.366,93.939,94.618,0.2670453341245738,decatur,al,decatur
19460,"decatur, al (metropolitan statistical area)",3.0,  rpps: services: housing,58.073,49.147,54.942,56.313,48.202,59.105,50.652,57.855,49.956,51.849,58.801,45.333,52.355,49.719,55.371,5.760672333110506,decatur,al,decatur
19460,"decatur, al (metropolitan statistical area)",4.0,  rpps: services: utilities,92.181,92.171,93.744,93.955,94.485,92.191,93.298,92.828,94.037,92.108,88.001,87.453,85.822,87.017,88.619,3.2590711006501794,decatur,al,decatur
19460,"decatur, al (metropolitan statistical area)",5.0,  rpps: services: other,98.479,98.044,99.838,101.428,101.775,100.582,100.359,100.978,102.174,100.795,95.902,96.87,96.507,96.06,96.923,0.43105681453158506,decatur,al,decatur
19500,"decatur, il (metropolitan statistical area)",1.0,rpps: all items,91.086,91.84,89.483,91.628,93.058,89.685,90.34,88.949,89.035,85.95,89.79,89.488,88.306,89.406,87.25,-1.1958417321586272,decatur,il,decatur
19500,"decatur, il (metropolitan statistical area)",2.0,  rpps: goods,98.754,97.465,96.425,95.88,96.937,96.757,98.524,98.103,97.354,95.345,97.525,96.4,94.018,94.616,90.472,-3.7716182007700723,decatur,il,decatur
19500,"decatur, il (metropolitan statistical area)",3.0,  rpps: services: housing,55.73,63.146,57.805,68.814,75.533,60.058,60.535,58.026,60.778,54.398,61.161,58.402,59.622,60.648,56.621,-5.033376941397467,decatur,il,decatur
19500,"decatur, il (metropolitan statistical area)",4.0,  rpps: services: utilities,97.666,93.79,94.657,94.762,91.338,86.778,88.256,87.207,85.786,92.057,94.519,91.285,91.48,92.963,97.942,7.063839090511576,decatur,il,decatur
19500,"decatur, il (metropolitan statistical area)",5.0,  rpps: services: other,100.013,99.661,99.094,96.818,97.032,97.779,97.063,95.413,96.454,94.818,96.29,98.429,97.81,97.879,97.93,0.1226868418362177,decatur,il,decatur
19660,"deltona-daytona beach-ormond beach, fl (metropolitan statistical area)",1.0,rpps: all items,98.581,96.604,96.081,97.941,97.516,97.087,97.603,98.15,98.229,98.232,97.083,95.795,96.69,97.801,98.779,2.160512979625606,deltona-daytona beach-ormond beach,fl,deltona
19660,"deltona-daytona beach-ormond beach, fl (metropolitan statistical area)",2.0,  rpps: goods,97.731,95.688,96.815,96.894,97.299,97.114,97.577,96.841,97.136,97.345,95.354,95.335,95.251,95.784,95.27,0.01994729714122817,deltona-daytona beach-ormond beach,fl,deltona
19660,"deltona-daytona beach-ormond beach, fl (metropolitan statistical area)",3.0,  rpps: services: housing,99.255,94.755,87.967,93.646,91.745,92.333,91.683,93.475,92.217,95.423,97.124,97.296,103.029,99.096,105.02,1.9324656164769138,deltona-daytona beach-ormond beach,fl,deltona
19660,"deltona-daytona beach-ormond beach, fl (metropolitan statistical area)",4.0,  rpps: services: utilities,95.933,97.858,95.909,94.208,91.764,89.797,94.022,91.228,86.106,83.884,87.025,88.691,85.463,85.159,90.185,5.525198038917437,deltona-daytona beach-ormond beach,fl,deltona
19660,"deltona-daytona beach-ormond beach, fl (metropolitan statistical area)",5.0,  rpps: services: other,99.088,97.925,99.302,100.897,100.588,99.623,100.458,101.461,102.263,100.876,98.827,95.938,95.897,99.643,99.852,4.1242166074016895,deltona-daytona beach-ormond beach,fl,deltona
19740,"denver-aurora-lakewood, co (metropolitan statistical area)",1.0,rpps: all items,105.77,103.297,101.905,104.962,105.127,104.93,104.839,105.052,105.177,104.338,102.427,104.394,109.478,109.158,107.394,-1.9035788012203265,denver-aurora-lakewood,co,denver
19740,"denver-aurora-lakewood, co (metropolitan statistical area)",2.0,  rpps: goods,107.959,102.907,102.992,103.195,102.796,103.002,101.784,100.585,100.658,99.307,98.904,103.642,107.413,106.898,105.465,-1.813560742182039,denver-aurora-lakewood,co,denver
19740,"denver-aurora-lakewood, co (metropolitan statistical area)",3.0,  rpps: services: housing,122.837,120.037,123.135,131.06,127.472,128.706,134.267,141.622,147.154,148.155,148.276,147.311,152.607,146.273,145.767,-4.482101083174431,denver-aurora-lakewood,co,denver
19740,"denver-aurora-lakewood, co (metropolitan statistical area)",4.0,  rpps: services: utilities,79.31,78.856,81.853,90.842,81.695,79.471,98.555,87.186,88.618,85.057,88.719,93.241,94.821,92.513,95.012,0.2014321721981444,denver-aurora-lakewood,co,denver
19740,"denver-aurora-lakewood, co (metropolitan statistical area)",5.0,  rpps: services: other,101.216,100.147,96.672,99.776,101.939,101.247,99.726,99.83,98.767,98.201,95.07,95.431,100.467,101.898,99.948,-0.5165875362059238,denver-aurora-lakewood,co,denver
19780,"des moines-west des moines, ia (metropolitan statistical area)",1.0,rpps: all items,95.222,97.238,95.361,94.497,95.533,95.802,96.02,94.668,94.721,93.901,95.568,95.68,93.945,93.428,92.09,-1.9745595827345679,des moines-west des moines,ia,des moines
19780,"des moines-west des moines, ia (metropolitan statistical area)",2.0,  rpps: goods,96.444,96.431,96.344,96.024,97.109,96.901,98.245,98.029,97.284,95.851,95.816,97.252,95.581,94.182,93.337,-2.347746937152781,des moines-west des moines,ia,des moines
19780,"des moines-west des moines, ia (metropolitan statistical area)",3.0,  rpps: services: housing,82.128,95.314,85.577,90.14,91.733,91.255,93.186,90.591,88.893,89.606,91.941,88.947,81.794,85.052,87.533,7.0164070714233375,des moines-west des moines,ia,des moines
19780,"des moines-west des moines, ia (metropolitan statistical area)",4.0,  rpps: services: utilities,90.844,93.351,90.702,90.648,90.407,90.195,83.699,82.719,81.085,88.706,98.585,99.49,99.764,100.762,100.259,0.49617096347380274,des moines-west des moines,ia,des moines
19780,"des moines-west des moines, ia (metropolitan statistical area)",5.0,  rpps: services: other,99.028,98.732,98.275,94.954,95.807,96.698,96.039,94.293,95.552,94.066,96.3,96.439,96.493,95.294,92.045,-4.609660804410676,des moines-west des moines,ia,des moines
19820,"detroit-warren-dearborn, mi (metropolitan statistical area)",1.0,rpps: all items,100.574,100.162,99.39,98.542,97.903,98.397,98.675,96.821,96.203,95.76,97.192,98.374,98.32,96.321,96.134,-2.223352318958496,detroit-warren-dearborn,mi,detroit
19820,"detroit-warren-dearborn, mi (metropolitan statistical area)",2.0,  rpps: goods,99.883,102.075,100.471,101.091,99.538,100.072,99.527,98.299,99.111,99.546,100.016,96.427,98.675,95.085,94.475,-4.256397263744619,detroit-warren-dearborn,mi,detroit
19820,"detroit-warren-dearborn, mi (metropolitan statistical area)",3.0,  rpps: services: housing,103.361,97.954,100.276,95.324,96.355,95.728,95.726,93.507,94.032,95.201,94.363,96.96,95.717,90.367,94.26,-1.5221956392281346,detroit-warren-dearborn,mi,detroit
19820,"detroit-warren-dearborn, mi (metropolitan statistical area)",4.0,  rpps: services: utilities,99.926,107.73,107.159,108.236,109.726,109.643,103.509,103.865,104.27,105.698,104.782,100.745,105.901,102.143,101.28,-4.3635093153039115,detroit-warren-dearborn,mi,detroit
19820,"detroit-warren-dearborn, mi (metropolitan statistical area)",5.0,  rpps: services: other,100.212,99.215,97.975,97.371,96.723,97.537,98.734,96.496,94.74,93.287,95.93,99.869,98.515,98.724,97.577,-0.9521392681317589,detroit-warren-dearborn,mi,detroit
20020,"dothan, al (metropolitan statistical area)",1.0,rpps: all items,86.724,85.597,87.65,88.026,88.537,89.036,88.082,87.256,88.251,86.353,84.957,85.823,86.549,86.022,84.978,-1.8151567320246471,dothan,al,dothan
20020,"dothan, al (metropolitan statistical area)",2.0,  rpps: goods,95.906,93.861,96.282,95.818,94.828,95.935,95.819,94.77,95.613,95.109,92.5,94.647,94.366,93.939,94.618,0.2670453341245738,dothan,al,dothan
20020,"dothan, al (metropolitan statistical area)",3.0,  rpps: services: housing,51.441,52.963,53.623,54.467,55.481,56.029,54.396,51.87,56.164,48.39,50.843,52.045,56.664,52.382,47.87,-15.519553861358187,dothan,al,dothan
20020,"dothan, al (metropolitan statistical area)",4.0,  rpps: services: utilities,88.533,88.276,90.662,91.192,93.217,90.525,91.479,92.514,93.383,92.899,86.762,85.206,83.783,86.214,86.887,3.7048088514376416,dothan,al,dothan
20020,"dothan, al (metropolitan statistical area)",5.0,  rpps: services: other,97.552,96.307,98.019,99.533,100.522,99.735,99.855,99.864,100.232,98.74,95.902,96.87,96.507,96.06,96.923,0.43105681453158506,dothan,al,dothan
20100,"dover, de (metropolitan statistical area)",1.0,rpps: all items,96.709,98.015,98.417,98.236,97.299,97.705,98.558,97.404,100.268,96.74,94.904,95.257,93.837,95.859,95.07,1.3139806259790805,dover,de,dover
20100,"dover, de (metropolitan statistical area)",2.0,  rpps: goods,98.279,96.263,97.132,96.96,97.32,96.88,97.221,95.946,96.931,97.161,95.23,95.29,95.274,95.864,95.113,-0.16898629216785416,dover,de,dover
20100,"dover, de (metropolitan statistical area)",3.0,  rpps: services: housing,86.158,98.072,94.118,89.631,83.252,89.291,94.785,87.025,97.68,84.281,86.006,95.106,88.758,83.273,81.541,-8.131098041866649,dover,de,dover
20100,"dover, de (metropolitan statistical area)",4.0,  rpps: services: utilities,110.884,115.884,114.609,112.557,108.948,104.529,104.495,104.196,101.641,96.473,96.683,96.416,96.03,91.235,90.677,-5.574299698011032,dover,de,dover
20100,"dover, de (metropolitan statistical area)",5.0,  rpps: services: other,98.598,98.206,99.881,101.759,101.557,100.746,100.438,101.389,103.335,100.888,97.818,95.225,94.602,100.187,100.189,5.9057948034925145,dover,de,dover
20220,"dubuque, ia (metropolitan statistical area)",1.0,rpps: all items,93.518,92.737,91.833,91.431,91.858,92.516,92.831,91.393,91.304,91.492,90.507,89.998,89.901,88.155,86.442,-3.8475656555544466,dubuque,ia,dubuque
20220,"dubuque, ia (metropolitan statistical area)",2.0,  rpps: goods,99.431,97.825,96.578,96.182,97.294,97.138,98.544,98.278,97.593,96.054,95.816,97.252,95.581,94.182,93.337,-2.347746937152781,dubuque,ia,dubuque
20220,"dubuque, ia (metropolitan statistical area)",3.0,  rpps: services: housing,69.212,67.284,65.338,71.338,71.442,72.866,73.185,70.308,69.86,75.016,65.196,62.057,64.689,59.427,61.448,-5.010125369073556,dubuque,ia,dubuque
20220,"dubuque, ia (metropolitan statistical area)",4.0,  rpps: services: utilities,90.35,91.283,89.763,90.55,91.128,89.908,85.524,83.387,82.614,89.152,95.491,93.873,94.263,96.499,94.91,0.686377475785824,dubuque,ia,dubuque
20220,"dubuque, ia (metropolitan statistical area)",5.0,  rpps: services: other,99.716,99.205,98.752,95.496,96.112,97.158,96.409,94.833,96.329,94.729,96.3,96.439,96.493,95.294,92.045,-4.609660804410676,dubuque,ia,dubuque
20260,"duluth, mn-wi (metropolitan statistical area)",1.0,rpps: all items,88.822,92.54,88.909,90.62,90.373,88.019,89.021,89.951,88.098,85.995,90.472,89.978,83.102,88.834,88.613,6.631609347548791,duluth,mn-wi,duluth
20260,"duluth, mn-wi (metropolitan statistical area)",2.0,  rpps: goods,95.51,95.221,95.888,95.243,96.428,96.401,98.157,97.969,97.1,95.155,93.356,96.616,96.306,94.407,94.522,-1.8524287167985296,duluth,mn-wi,duluth
20260,"duluth, mn-wi (metropolitan statistical area)",3.0,  rpps: services: housing,60.035,75.566,61.874,71.92,69.456,58.368,63.634,70.277,62.312,58.342,72.926,68.001,45.895,68.211,74.634,62.61902167992155,duluth,mn-wi,duluth
20260,"duluth, mn-wi (metropolitan statistical area)",4.0,  rpps: services: utilities,89.525,88.195,89.138,90.744,89.044,90.533,88.98,86.611,85.472,88.49,96.851,94.619,93.855,95.467,97.033,3.386074263491553,duluth,mn-wi,duluth
20260,"duluth, mn-wi (metropolitan statistical area)",5.0,  rpps: services: other,99.359,99.007,98.541,96.239,96.61,97.353,96.128,93.951,95.24,94.111,96.503,96.007,96.035,95.004,90.611,-5.647940854896644,duluth,mn-wi,duluth
20500,"durham-chapel hill, nc (metropolitan statistical area)",1.0,rpps: all items,96.285,95.292,96.416,96.913,96.109,96.695,96.962,96.915,96.505,96.243,95.368,94.379,94.291,96.003,96.607,2.4562259388488856,durham-chapel hill,nc,durham
20500,"durham-chapel hill, nc (metropolitan statistical area)",2.0,  rpps: goods,97.063,94.945,96.887,96.676,96.46,96.563,96.556,95.747,96.505,96.443,95.77,95.73,95.456,96.316,95.823,0.3844703318806468,durham-chapel hill,nc,durham
20500,"durham-chapel hill, nc (metropolitan statistical area)",3.0,  rpps: services: housing,90.65,91.565,89.741,88.636,84.953,87.989,88.926,89.157,83.47,86.768,86.835,87.551,89.031,86.503,91.43,2.694567060911369,durham-chapel hill,nc,durham
20500,"durham-chapel hill, nc (metropolitan statistical area)",4.0,  rpps: services: utilities,87.458,87.251,89.213,88.696,90.776,90.576,91.087,90.969,88.239,84.905,87.568,90.02,88.258,85.343,84.85,-3.861406331437378,durham-chapel hill,nc,durham
20500,"durham-chapel hill, nc (metropolitan statistical area)",5.0,  rpps: services: other,98.27,97.444,98.978,100.503,100.386,100.173,100.391,100.807,101.666,99.829,98.288,95.838,95.486,99.639,99.623,4.332572314265966,durham-chapel hill,nc,durham
20700,"east stroudsburg, pa (metropolitan statistical area)",1.0,rpps: all items,101.872,100.385,100.611,98.62,96.655,100.6,100.255,97.942,97.023,101.531,98.241,100.468,98.392,97.612,94.278,-4.181234246686713,east stroudsburg,pa,east stroudsburg
20700,"east stroudsburg, pa (metropolitan statistical area)",2.0,  rpps: goods,101.025,101.088,98.048,97.825,97.683,97.847,97.952,99.354,98.543,99.485,100.465,97.219,98.725,95.681,97.668,-1.0706507976702841,east stroudsburg,pa,east stroudsburg
20700,"east stroudsburg, pa (metropolitan statistical area)",3.0,  rpps: services: housing,104.276,94.518,105.082,97.389,88.226,102.671,110.335,89.249,83.617,101.018,93.967,108.785,94.036,93.93,80.037,-14.886851843974643,east stroudsburg,pa,east stroudsburg
20700,"east stroudsburg, pa (metropolitan statistical area)",4.0,  rpps: services: utilities,106.952,109.13,109.246,111.625,106.042,104.864,104.417,104.534,107.051,109.423,109.673,110.006,107.441,103.816,105.929,-1.4072839977289866,east stroudsburg,pa,east stroudsburg
20700,"east stroudsburg, pa (metropolitan statistical area)",5.0,  rpps: services: other,101.318,101.628,100.176,98.963,98.866,101.437,97.869,100.54,101.118,102.544,97.936,98.943,99.289,99.964,96.562,-2.746527812748647,east stroudsburg,pa,east stroudsburg
20740,"eau claire, wi (metropolitan statistical area)",1.0,rpps: all items,96.695,94.44,94.482,94.397,94.799,93.624,94.071,92.387,91.663,91.135,93.091,92.739,92.181,91.84,91.057,-1.2193402111064051,eau claire,wi,eau claire
20740,"eau claire, wi (metropolitan statistical area)",2.0,  rpps: goods,98.966,97.859,96.71,95.976,97.15,97.072,98.811,98.451,97.656,95.501,97.686,96.294,94.085,94.601,91.74,-2.492427060636657,eau claire,wi,eau claire
20740,"eau claire, wi (metropolitan statistical area)",3.0,  rpps: services: housing,82.037,75.936,76.669,83.434,84.358,73.563,77.343,74.391,69.798,71.183,76.055,71.358,72.619,70.859,71.69,-1.2792795273964142,eau claire,wi,eau claire
20740,"eau claire, wi (metropolitan statistical area)",4.0,  rpps: services: utilities,101.044,102.551,102.106,103.903,101.364,102.157,96.684,95.057,91.182,95.666,98.512,93.907,93.655,96.5,90.111,-3.784101222572203,eau claire,wi,eau claire
20740,"eau claire, wi (metropolitan statistical area)",5.0,  rpps: services: other,99.945,99.545,98.927,96.734,96.82,98.084,96.437,94.985,96.1,95.046,95.491,98.186,97.74,97.791,97.497,-0.24861878453038164,eau claire,wi,eau claire
20940,"el centro, ca (metropolitan statistical area)",1.0,rpps: all items,95.315,96.278,95.235,94.843,94.036,94.332,91.846,94.54,95.746,95.951,92.849,96.436,96.815,95.582,100.135,3.4292206786138593,el centro,ca,el centro
20940,"el centro, ca (metropolitan statistical area)",2.0,  rpps: goods,101.303,99.866,98.516,98.68,96.426,94.999,97.18,103.8,104.602,101.987,105.288,104.752,104.33,106.745,108.871,4.3525352247675615,el centro,ca,el centro
20940,"el centro, ca (metropolitan statistical area)",3.0,  rpps: services: housing,72.488,79.721,80.608,75.413,81.391,78.851,66.935,68.504,80.924,69.953,56.455,67.795,76.008,67.063,73.97,-2.6812967056099315,el centro,ca,el centro
20940,"el centro, ca (metropolitan statistical area)",4.0,  rpps: services: utilities,87.932,94.438,104.576,110.206,106.36,105.956,105.619,107.687,120.182,117.086,121.352,128.06,132.061,141.418,143.158,8.402935007307214,el centro,ca,el centro
20940,"el centro, ca (metropolitan statistical area)",5.0,  rpps: services: other,102.903,100.793,98.265,98.935,96.299,98.989,98.663,99.149,95.334,100.586,103.881,101.982,100.451,98.609,103.978,3.511164647440047,el centro,ca,el centro
21060,"elizabethtown-fort knox, ky (metropolitan statistical area)",1.0,rpps: all items,90.032,88.156,90.552,91.987,88.762,89.709,90.415,89.183,88.866,87.294,87.262,88.994,88.013,87.588,88.877,0.9816731619192507,elizabethtown-fort knox,ky,elizabethtown
21060,"elizabethtown-fort knox, ky (metropolitan statistical area)",2.0,  rpps: goods,95.298,91.922,96.797,94.643,91.03,92.784,91.877,91.435,92.6,91.648,92.813,94.827,94.439,93.896,94.144,-0.31237094844289703,elizabethtown-fort knox,ky,elizabethtown
21060,"elizabethtown-fort knox, ky (metropolitan statistical area)",3.0,  rpps: services: housing,71.607,72.969,71.994,77.768,65.162,67.26,68.594,64.68,65.448,60.594,59.038,64.798,61.06,58.765,58.872,-3.5833606288896203,elizabethtown-fort knox,ky,elizabethtown
