county_code,county,msa_code,msa,csa_code,csa_title,msa_name,states,types,first_town,state_abbr,msa_short
31109,"lancaster, nebraska",C3070,"Lincoln, NE MSA",CS339,"Lincoln-Beatrice, NE CSA",Lincoln,NE,MSA,Lincoln,NE,"Lincoln, NE"
31121,"merrick, nebraska",C2426,"Grand Island, NE MSA",,,Grand Island,NE,MSA,Grand Island,NE,"Grand Island, NE"
31153,"sarpy, nebraska",C3654,"Omaha, NE-IA MSA",CS420,"Omaha-Fremont, NE-IA CSA",Omaha,NE-IA,MSA,Omaha,NE,"Omaha, NE"
31155,"saunders, nebraska",C3654,"Omaha, NE-IA MSA",CS420,"Omaha-Fremont, NE-IA CSA",Omaha,NE-IA,MSA,Omaha,NE,"Omaha, NE"
31159,"seward, nebraska",C3070,"Lincoln, NE MSA",CS339,"Lincoln-Beatrice, NE CSA",Lincoln,NE,MSA,Lincoln,NE,"Lincoln, NE"
31177,"washington, nebraska",C3654,"Omaha, NE-IA MSA",CS420,"Omaha-Fremont, NE-IA CSA",Omaha,NE-IA,MSA,Omaha,NE,"Omaha, NE"
32003,"clark, nevada",C2982,"Las Vegas-Henderson-North Las Vegas, NV MSA",CS332,"Las Vegas-Henderson, NV CSA",Las Vegas-Henderson-North Las Vegas,NV,MSA,Las Vegas,NV,"Las Vegas, NV"
32019,"lyon, nevada",C3990,"Reno, NV MSA",CS456,"Reno-Carson City-Gardnerville Ranchos, NV-CA CSA",Reno,NV,MSA,Reno,NV,"Reno, NV"
32029,"storey, nevada",C3990,"Reno, NV MSA",CS456,"Reno-Carson City-Gardnerville Ranchos, NV-CA CSA",Reno,NV,MSA,Reno,NV,"Reno, NV"
32031,"washoe, nevada",C3990,"Reno, NV MSA",CS456,"Reno-Carson City-Gardnerville Ranchos, NV-CA CSA",Reno,NV,MSA,Reno,NV,"Reno, NV"
32510,"carson city, nevada",C1618,"Carson City, NV MSA",CS456,"Reno-Carson City-Gardnerville Ranchos, NV-CA CSA",Carson City,NV,MSA,Carson City,NV,"Carson City, NV"
33011,"hillsborough, new hampshire",C3170,"Manchester-Nashua, NH MSA",CS148,"Boston-Worcester-Providence, MA-RI-NH CSA",Manchester-Nashua,NH,MSA,Manchester,NH,"Manchester, NH"
33015,"rockingham, new hampshire",C1446,"Boston-Cambridge-Newton, MA-NH MSA",CS148,"Boston-Worcester-Providence, MA-RI-NH CSA",Boston-Cambridge-Newton,MA-NH,MSA,Boston,MA,"Boston, MA"
33017,"strafford, new hampshire",C1446,"Boston-Cambridge-Newton, MA-NH MSA",CS148,"Boston-Worcester-Providence, MA-RI-NH CSA",Boston-Cambridge-Newton,MA-NH,MSA,Boston,MA,"Boston, MA"
34001,"atlantic, new jersey",C1210,"Atlantic City-Hammonton, NJ MSA",CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Atlantic City-Hammonton,NJ,MSA,Atlantic City,NJ,"Atlantic City, NJ"
34003,"bergen, new jersey",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
34005,"burlington, new jersey",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,MSA,Philadelphia,PA,"Philadelphia, PA"
34007,"camden, new jersey",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,MSA,Philadelphia,PA,"Philadelphia, PA"
34009,"cape may, new jersey",C1210,"Atlantic City-Hammonton, NJ MSA",CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Atlantic City-Hammonton,NJ,MSA,Atlantic City,NJ,"Atlantic City, NJ"
34011,"cumberland, new jersey",C4722,"Vineland, NJ MSA",CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Vineland,NJ,MSA,Vineland,NJ,"Vineland, NJ"
34013,"essex, new jersey",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
34015,"gloucester, new jersey",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,MSA,Philadelphia,PA,"Philadelphia, PA"
34017,"hudson, new jersey",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
34019,"hunterdon, new jersey",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
34021,"mercer, new jersey",C4594,"Trenton-Princeton, NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",Trenton-Princeton,NJ,MSA,Trenton,NJ,"Trenton, NJ"
34023,"middlesex, new jersey",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
34025,"monmouth, new jersey",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
34027,"morris, new jersey",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
34029,"ocean, new jersey",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
34031,"passaic, new jersey",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
34033,"salem, new jersey",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,MSA,Philadelphia,PA,"Philadelphia, PA"
34035,"somerset, new jersey",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
34037,"sussex, new jersey",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
34039,"union, new jersey",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
34041,"warren, new jersey",C1090,"Allentown-Bethlehem-Easton, PA-NJ MSA",CS106,"Allentown-Bethlehem-East Stroudsburg, PA-NJ CSA",Allentown-Bethlehem-Easton,PA-NJ,MSA,Allentown,PA,"Allentown, PA"
35001,"bernalillo, new mexico",C1074,"Albuquerque, NM MSA",CS105,"Albuquerque-Santa Fe-Los Alamos, NM CSA",Albuquerque,NM,MSA,Albuquerque,NM,"Albuquerque, NM"
35013,"dona ana, new mexico",C2974,"Las Cruces, NM MSA",CS238,"El Paso-Las Cruces, TX-NM CSA",Las Cruces,NM,MSA,Las Cruces,NM,"Las Cruces, NM"
35043,"sandoval, new mexico",C1074,"Albuquerque, NM MSA",CS105,"Albuquerque-Santa Fe-Los Alamos, NM CSA",Albuquerque,NM,MSA,Albuquerque,NM,"Albuquerque, NM"
35045,"san juan, new mexico",C2214,"Farmington, NM MSA",,,Farmington,NM,MSA,Farmington,NM,"Farmington, NM"
35049,"santa fe, new mexico",C4214,"Santa Fe, NM MSA",CS105,"Albuquerque-Santa Fe-Los Alamos, NM CSA",Santa Fe,NM,MSA,Santa Fe,NM,"Santa Fe, NM"
35057,"torrance, new mexico",C1074,"Albuquerque, NM MSA",CS105,"Albuquerque-Santa Fe-Los Alamos, NM CSA",Albuquerque,NM,MSA,Albuquerque,NM,"Albuquerque, NM"
35061,"valencia, new mexico",C1074,"Albuquerque, NM MSA",CS105,"Albuquerque-Santa Fe-Los Alamos, NM CSA",Albuquerque,NM,MSA,Albuquerque,NM,"Albuquerque, NM"
36001,"albany, new york",C1058,"Albany-Schenectady-Troy, NY MSA",CS104,"Albany-Schenectady, NY CSA",Albany-Schenectady-Troy,NY,MSA,Albany,NY,"Albany, NY"
36005,"bronx, new york",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
36007,"broome, new york",C1378,"Binghamton, NY MSA",,,Binghamton,NY,MSA,Binghamton,NY,"Binghamton, NY"
36015,"chemung, new york",C2130,"Elmira, NY MSA",CS236,"Elmira-Corning, NY CSA",Elmira,NY,MSA,Elmira,NY,"Elmira, NY"
36027,"dutchess, new york",C2888,"Kiryas Joel-Poughkeepsie-Newburgh, NY MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",Kiryas Joel-Poughkeepsie-Newburgh,NY,MSA,Kiryas Joel,NY,"Kiryas Joel, NY"
36029,"erie, new york",C1538,"Buffalo-Cheektowaga, NY MSA",CS160,"Buffalo-Cheektowaga-Olean, NY CSA",Buffalo-Cheektowaga,NY,MSA,Buffalo,NY,"Buffalo, NY"
36043,"herkimer, new york",C4654,"Utica-Rome, NY MSA",,,Utica-Rome,NY,MSA,Utica,NY,"Utica, NY"
36045,"jefferson, new york",C4806,"Watertown-Fort Drum, NY MSA",,,Watertown-Fort Drum,NY,MSA,Watertown,NY,"Watertown, NY"
36047,"kings, new york",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
36051,"livingston, new york",C4038,"Rochester, NY MSA",CS464,"Rochester-Batavia-Seneca Falls, NY CSA",Rochester,NY,MSA,Rochester,NY,"Rochester, NY"
36053,"madison, new york",C4506,"Syracuse, NY MSA",CS532,"Syracuse-Auburn, NY CSA",Syracuse,NY,MSA,Syracuse,NY,"Syracuse, NY"
36055,"monroe, new york",C4038,"Rochester, NY MSA",CS464,"Rochester-Batavia-Seneca Falls, NY CSA",Rochester,NY,MSA,Rochester,NY,"Rochester, NY"
36059,"nassau, new york",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
36061,"new york, new york",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
36063,"niagara, new york",C1538,"Buffalo-Cheektowaga, NY MSA",CS160,"Buffalo-Cheektowaga-Olean, NY CSA",Buffalo-Cheektowaga,NY,MSA,Buffalo,NY,"Buffalo, NY"
36065,"oneida, new york",C4654,"Utica-Rome, NY MSA",,,Utica-Rome,NY,MSA,Utica,NY,"Utica, NY"
36067,"onondaga, new york",C4506,"Syracuse, NY MSA",CS532,"Syracuse-Auburn, NY CSA",Syracuse,NY,MSA,Syracuse,NY,"Syracuse, NY"
36069,"ontario, new york",C4038,"Rochester, NY MSA",CS464,"Rochester-Batavia-Seneca Falls, NY CSA",Rochester,NY,MSA,Rochester,NY,"Rochester, NY"
36071,"orange, new york",C2888,"Kiryas Joel-Poughkeepsie-Newburgh, NY MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",Kiryas Joel-Poughkeepsie-Newburgh,NY,MSA,Kiryas Joel,NY,"Kiryas Joel, NY"
36073,"orleans, new york",C4038,"Rochester, NY MSA",CS464,"Rochester-Batavia-Seneca Falls, NY CSA",Rochester,NY,MSA,Rochester,NY,"Rochester, NY"
36075,"oswego, new york",C4506,"Syracuse, NY MSA",CS532,"Syracuse-Auburn, NY CSA",Syracuse,NY,MSA,Syracuse,NY,"Syracuse, NY"
36079,"putnam, new york",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
36081,"queens, new york",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
36083,"rensselaer, new york",C1058,"Albany-Schenectady-Troy, NY MSA",CS104,"Albany-Schenectady, NY CSA",Albany-Schenectady-Troy,NY,MSA,Albany,NY,"Albany, NY"
36085,"richmond, new york",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
36087,"rockland, new york",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
36091,"saratoga, new york",C1058,"Albany-Schenectady-Troy, NY MSA",CS104,"Albany-Schenectady, NY CSA",Albany-Schenectady-Troy,NY,MSA,Albany,NY,"Albany, NY"
36093,"schenectady, new york",C1058,"Albany-Schenectady-Troy, NY MSA",CS104,"Albany-Schenectady, NY CSA",Albany-Schenectady-Troy,NY,MSA,Albany,NY,"Albany, NY"
36095,"schoharie, new york",C1058,"Albany-Schenectady-Troy, NY MSA",CS104,"Albany-Schenectady, NY CSA",Albany-Schenectady-Troy,NY,MSA,Albany,NY,"Albany, NY"
36103,"suffolk, new york",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
36107,"tioga, new york",C1378,"Binghamton, NY MSA",,,Binghamton,NY,MSA,Binghamton,NY,"Binghamton, NY"
36109,"tompkins, new york",C2706,"Ithaca, NY MSA",CS296,"Ithaca-Cortland, NY CSA",Ithaca,NY,MSA,Ithaca,NY,"Ithaca, NY"
36111,"ulster, new york",C2874,"Kingston, NY MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",Kingston,NY,MSA,Kingston,NY,"Kingston, NY"
36113,"warren, new york",C2402,"Glens Falls, NY MSA",CS104,"Albany-Schenectady, NY CSA",Glens Falls,NY,MSA,Glens Falls,NY,"Glens Falls, NY"
36115,"washington, new york",C2402,"Glens Falls, NY MSA",CS104,"Albany-Schenectady, NY CSA",Glens Falls,NY,MSA,Glens Falls,NY,"Glens Falls, NY"
36117,"wayne, new york",C4038,"Rochester, NY MSA",CS464,"Rochester-Batavia-Seneca Falls, NY CSA",Rochester,NY,MSA,Rochester,NY,"Rochester, NY"
36119,"westchester, new york",C3562,"New York-Newark-Jersey City, NY-NJ MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",New York-Newark-Jersey City,NY-NJ,MSA,New York,NY,"New York, NY"
37001,"alamance, north carolina",C1550,"Burlington, NC MSA",CS268,"Greensboro--Winston-Salem--High Point, NC CSA",Burlington,NC,MSA,Burlington,NC,"Burlington, NC"
37003,"alexander, north carolina",C2586,"Hickory-Lenoir-Morganton, NC MSA",CS172,"Charlotte-Concord, NC-SC CSA",Hickory-Lenoir-Morganton,NC,MSA,Hickory,NC,"Hickory, NC"
37007,"anson, north carolina",C1674,"Charlotte-Concord-Gastonia, NC-SC MSA",CS172,"Charlotte-Concord, NC-SC CSA",Charlotte-Concord-Gastonia,NC-SC,MSA,Charlotte,NC,"Charlotte, NC"
37019,"brunswick, north carolina",C4890,"Wilmington, NC MSA",,,Wilmington,NC,MSA,Wilmington,NC,"Wilmington, NC"
37021,"buncombe, north carolina",C1170,"Asheville, NC MSA",CS120,"Asheville-Waynesville-Brevard, NC CSA",Asheville,NC,MSA,Asheville,NC,"Asheville, NC"
37023,"burke, north carolina",C2586,"Hickory-Lenoir-Morganton, NC MSA",CS172,"Charlotte-Concord, NC-SC CSA",Hickory-Lenoir-Morganton,NC,MSA,Hickory,NC,"Hickory, NC"
37025,"cabarrus, north carolina",C1674,"Charlotte-Concord-Gastonia, NC-SC MSA",CS172,"Charlotte-Concord, NC-SC CSA",Charlotte-Concord-Gastonia,NC-SC,MSA,Charlotte,NC,"Charlotte, NC"
37027,"caldwell, north carolina",C2586,"Hickory-Lenoir-Morganton, NC MSA",CS172,"Charlotte-Concord, NC-SC CSA",Hickory-Lenoir-Morganton,NC,MSA,Hickory,NC,"Hickory, NC"
37029,"camden, north carolina",C4726,"Virginia Beach-Chesapeake-Norfolk, VA-NC MSA",CS545,"Virginia Beach-Chesapeake, VA-NC CSA",Virginia Beach-Chesapeake-Norfolk,VA-NC,MSA,Virginia Beach,VA,"Virginia Beach, VA"
37035,"catawba, north carolina",C2586,"Hickory-Lenoir-Morganton, NC MSA",CS172,"Charlotte-Concord, NC-SC CSA",Hickory-Lenoir-Morganton,NC,MSA,Hickory,NC,"Hickory, NC"
37037,"chatham, north carolina",C2050,"Durham-Chapel Hill, NC MSA",CS450,"Raleigh-Durham-Cary, NC CSA",Durham-Chapel Hill,NC,MSA,Durham,NC,"Durham, NC"
37051,"cumberland, north carolina",C2218,"Fayetteville, NC MSA",CS246,"Fayetteville-Lumberton-Pinehurst, NC CSA",Fayetteville,NC,MSA,Fayetteville,NC,"Fayetteville, NC"
37053,"currituck, north carolina",C4726,"Virginia Beach-Chesapeake-Norfolk, VA-NC MSA",CS545,"Virginia Beach-Chesapeake, VA-NC CSA",Virginia Beach-Chesapeake-Norfolk,VA-NC,MSA,Virginia Beach,VA,"Virginia Beach, VA"
37057,"davidson, north carolina",C4918,"Winston-Salem, NC MSA",CS268,"Greensboro--Winston-Salem--High Point, NC CSA",Winston-Salem,NC,MSA,Winston,NC,"Winston, NC"
37059,"davie, north carolina",C4918,"Winston-Salem, NC MSA",CS268,"Greensboro--Winston-Salem--High Point, NC CSA",Winston-Salem,NC,MSA,Winston,NC,"Winston, NC"
37063,"durham, north carolina",C2050,"Durham-Chapel Hill, NC MSA",CS450,"Raleigh-Durham-Cary, NC CSA",Durham-Chapel Hill,NC,MSA,Durham,NC,"Durham, NC"
37065,"edgecombe, north carolina",C4058,"Rocky Mount, NC MSA",CS468,"Rocky Mount-Wilson-Roanoke Rapids, NC CSA",Rocky Mount,NC,MSA,Rocky Mount,NC,"Rocky Mount, NC"
37067,"forsyth, north carolina",C4918,"Winston-Salem, NC MSA",CS268,"Greensboro--Winston-Salem--High Point, NC CSA",Winston-Salem,NC,MSA,Winston,NC,"Winston, NC"
37069,"franklin, north carolina",C3958,"Raleigh-Cary, NC MSA",CS450,"Raleigh-Durham-Cary, NC CSA",Raleigh-Cary,NC,MSA,Raleigh,NC,"Raleigh, NC"
37071,"gaston, north carolina",C1674,"Charlotte-Concord-Gastonia, NC-SC MSA",CS172,"Charlotte-Concord, NC-SC CSA",Charlotte-Concord-Gastonia,NC-SC,MSA,Charlotte,NC,"Charlotte, NC"
37073,"gates, north carolina",C4726,"Virginia Beach-Chesapeake-Norfolk, VA-NC MSA",CS545,"Virginia Beach-Chesapeake, VA-NC CSA",Virginia Beach-Chesapeake-Norfolk,VA-NC,MSA,Virginia Beach,VA,"Virginia Beach, VA"
37081,"guilford, north carolina",C2466,"Greensboro-High Point, NC MSA",CS268,"Greensboro--Winston-Salem--High Point, NC CSA",Greensboro-High Point,NC,MSA,Greensboro,NC,"Greensboro, NC"
37089,"henderson, north carolina",C1170,"Asheville, NC MSA",CS120,"Asheville-Waynesville-Brevard, NC CSA",Asheville,NC,MSA,Asheville,NC,"Asheville, NC"
37093,"hoke, north carolina",C2218,"Fayetteville, NC MSA",CS246,"Fayetteville-Lumberton-Pinehurst, NC CSA",Fayetteville,NC,MSA,Fayetteville,NC,"Fayetteville, NC"
37097,"iredell, north carolina",C1674,"Charlotte-Concord-Gastonia, NC-SC MSA",CS172,"Charlotte-Concord, NC-SC CSA",Charlotte-Concord-Gastonia,NC-SC,MSA,Charlotte,NC,"Charlotte, NC"
37101,"johnston, north carolina",C3958,"Raleigh-Cary, NC MSA",CS450,"Raleigh-Durham-Cary, NC CSA",Raleigh-Cary,NC,MSA,Raleigh,NC,"Raleigh, NC"
37109,"lincoln, north carolina",C1674,"Charlotte-Concord-Gastonia, NC-SC MSA",CS172,"Charlotte-Concord, NC-SC CSA",Charlotte-Concord-Gastonia,NC-SC,MSA,Charlotte,NC,"Charlotte, NC"
37115,"madison, north carolina",C1170,"Asheville, NC MSA",CS120,"Asheville-Waynesville-Brevard, NC CSA",Asheville,NC,MSA,Asheville,NC,"Asheville, NC"
37119,"mecklenburg, north carolina",C1674,"Charlotte-Concord-Gastonia, NC-SC MSA",CS172,"Charlotte-Concord, NC-SC CSA",Charlotte-Concord-Gastonia,NC-SC,MSA,Charlotte,NC,"Charlotte, NC"
37125,"moore, north carolina",C3824,"Pinehurst-Southern Pines, NC MSA",CS246,"Fayetteville-Lumberton-Pinehurst, NC CSA",Pinehurst-Southern Pines,NC,MSA,Pinehurst,NC,"Pinehurst, NC"
37127,"nash, north carolina",C4058,"Rocky Mount, NC MSA",CS468,"Rocky Mount-Wilson-Roanoke Rapids, NC CSA",Rocky Mount,NC,MSA,Rocky Mount,NC,"Rocky Mount, NC"
37129,"new hanover, north carolina",C4890,"Wilmington, NC MSA",,,Wilmington,NC,MSA,Wilmington,NC,"Wilmington, NC"
37133,"onslow, north carolina",C2734,"Jacksonville, NC MSA",,,Jacksonville,NC,MSA,Jacksonville,NC,"Jacksonville, NC"
37135,"orange, north carolina",C2050,"Durham-Chapel Hill, NC MSA",CS450,"Raleigh-Durham-Cary, NC CSA",Durham-Chapel Hill,NC,MSA,Durham,NC,"Durham, NC"
37141,"pender, north carolina",C4890,"Wilmington, NC MSA",,,Wilmington,NC,MSA,Wilmington,NC,"Wilmington, NC"
37145,"person, north carolina",C2050,"Durham-Chapel Hill, NC MSA",CS450,"Raleigh-Durham-Cary, NC CSA",Durham-Chapel Hill,NC,MSA,Durham,NC,"Durham, NC"
37147,"pitt, north carolina",C2478,"Greenville, NC MSA",CS274,"Greenville-Washington, NC CSA",Greenville,NC,MSA,Greenville,NC,"Greenville, NC"
37151,"randolph, north carolina",C2466,"Greensboro-High Point, NC MSA",CS268,"Greensboro--Winston-Salem--High Point, NC CSA",Greensboro-High Point,NC,MSA,Greensboro,NC,"Greensboro, NC"
37157,"rockingham, north carolina",C2466,"Greensboro-High Point, NC MSA",CS268,"Greensboro--Winston-Salem--High Point, NC CSA",Greensboro-High Point,NC,MSA,Greensboro,NC,"Greensboro, NC"
37159,"rowan, north carolina",C1674,"Charlotte-Concord-Gastonia, NC-SC MSA",CS172,"Charlotte-Concord, NC-SC CSA",Charlotte-Concord-Gastonia,NC-SC,MSA,Charlotte,NC,"Charlotte, NC"
37169,"stokes, north carolina",C4918,"Winston-Salem, NC MSA",CS268,"Greensboro--Winston-Salem--High Point, NC CSA",Winston-Salem,NC,MSA,Winston,NC,"Winston, NC"
37179,"union, north carolina",C1674,"Charlotte-Concord-Gastonia, NC-SC MSA",CS172,"Charlotte-Concord, NC-SC CSA",Charlotte-Concord-Gastonia,NC-SC,MSA,Charlotte,NC,"Charlotte, NC"
37183,"wake, north carolina",C3958,"Raleigh-Cary, NC MSA",CS450,"Raleigh-Durham-Cary, NC CSA",Raleigh-Cary,NC,MSA,Raleigh,NC,"Raleigh, NC"
37191,"wayne, north carolina",C2414,"Goldsboro, NC MSA",,,Goldsboro,NC,MSA,Goldsboro,NC,"Goldsboro, NC"
37197,"yadkin, north carolina",C4918,"Winston-Salem, NC MSA",CS268,"Greensboro--Winston-Salem--High Point, NC CSA",Winston-Salem,NC,MSA,Winston,NC,"Winston, NC"
38015,"burleigh, north dakota",C1390,"Bismarck, ND MSA",,,Bismarck,ND,MSA,Bismarck,ND,"Bismarck, ND"
38017,"cass, north dakota",C2202,"Fargo, ND-MN MSA",CS244,"Fargo-Wahpeton, ND-MN CSA",Fargo,ND-MN,MSA,Fargo,ND,"Fargo, ND"
38035,"grand forks, north dakota",C2422,"Grand Forks, ND-MN MSA",,,Grand Forks,ND-MN,MSA,Grand Forks,ND,"Grand Forks, ND"
38049,"mchenry, north dakota",C3350,"Minot, ND MSA",,,Minot,ND,MSA,Minot,ND,"Minot, ND"
38059,"morton, north dakota",C1390,"Bismarck, ND MSA",,,Bismarck,ND,MSA,Bismarck,ND,"Bismarck, ND"
38065,"oliver, north dakota",C1390,"Bismarck, ND MSA",,,Bismarck,ND,MSA,Bismarck,ND,"Bismarck, ND"
38075,"renville, north dakota",C3350,"Minot, ND MSA",,,Minot,ND,MSA,Minot,ND,"Minot, ND"
38101,"ward, north dakota",C3350,"Minot, ND MSA",,,Minot,ND,MSA,Minot,ND,"Minot, ND"
39003,"allen, ohio",C3062,"Lima, OH MSA",CS338,"Lima-Van Wert-Celina, OH CSA",Lima,OH,MSA,Lima,OH,"Lima, OH"
39007,"ashtabula, ohio",C1741,"Cleveland, OH MSA",CS184,"Cleveland-Akron-Canton, OH CSA",Cleveland,OH,MSA,Cleveland,OH,"Cleveland, OH"
39013,"belmont, ohio",C4854,"Wheeling, WV-OH MSA",,,Wheeling,WV-OH,MSA,Wheeling,WV,"Wheeling, WV"
39015,"brown, ohio",C1714,"Cincinnati, OH-KY-IN MSA",CS178,"Cincinnati-Wilmington, OH-KY-IN CSA",Cincinnati,OH-KY-IN,MSA,Cincinnati,OH,"Cincinnati, OH"
39017,"butler, ohio",C1714,"Cincinnati, OH-KY-IN MSA",CS178,"Cincinnati-Wilmington, OH-KY-IN CSA",Cincinnati,OH-KY-IN,MSA,Cincinnati,OH,"Cincinnati, OH"
39019,"carroll, ohio",C1594,"Canton-Massillon, OH MSA",CS184,"Cleveland-Akron-Canton, OH CSA",Canton-Massillon,OH,MSA,Canton,OH,"Canton, OH"
39023,"clark, ohio",C4422,"Springfield, OH MSA",CS212,"Dayton-Springfield-Kettering, OH CSA",Springfield,OH,MSA,Springfield,OH,"Springfield, OH"
39025,"clermont, ohio",C1714,"Cincinnati, OH-KY-IN MSA",CS178,"Cincinnati-Wilmington, OH-KY-IN CSA",Cincinnati,OH-KY-IN,MSA,Cincinnati,OH,"Cincinnati, OH"
39035,"cuyahoga, ohio",C1741,"Cleveland, OH MSA",CS184,"Cleveland-Akron-Canton, OH CSA",Cleveland,OH,MSA,Cleveland,OH,"Cleveland, OH"
39041,"delaware, ohio",C1814,"Columbus, OH MSA",CS198,"Columbus-Marion-Zanesville, OH CSA",Columbus,OH,MSA,Columbus,OH,"Columbus, OH"
39043,"erie, ohio",C4178,"Sandusky, OH MSA",CS184,"Cleveland-Akron-Canton, OH CSA",Sandusky,OH,MSA,Sandusky,OH,"Sandusky, OH"
39045,"fairfield, ohio",C1814,"Columbus, OH MSA",CS198,"Columbus-Marion-Zanesville, OH CSA",Columbus,OH,MSA,Columbus,OH,"Columbus, OH"
39049,"franklin, ohio",C1814,"Columbus, OH MSA",CS198,"Columbus-Marion-Zanesville, OH CSA",Columbus,OH,MSA,Columbus,OH,"Columbus, OH"
