fips,msa,category,cumulative biden rpp percent change,year,rpp
13380,bellingham,other services,3.2734312946783133,2010,99.96
13460,bend,all items,3.5326269358009275,2010,96.993
13460,bend,goods,4.47493747544534,2010,99.383
13460,bend,housing,2.4441153289855473,2010,93.577
13460,bend,utilities,-4.9399099711228045,2010,83.68
13460,bend,other services,4.1644250503118405,2010,97.852
13740,billings,all items,-0.4773735773725053,2010,94.969
13740,billings,goods,0.38924717717530183,2010,98.186
13740,billings,housing,9.467621669294697,2010,77.061
13740,billings,utilities,-8.31029476740516,2010,82.851
13740,billings,other services,-3.6548508043995365,2010,99.818
13780,binghamton,all items,-5.196532209015856,2010,98.079
13780,binghamton,goods,-2.126385449230643,2010,98.336
13780,binghamton,housing,-15.480701418855123,2010,86.814
13780,binghamton,utilities,-1.3177457943078885,2010,137.601
13780,binghamton,other services,-2.8322834091890994,2010,100.183
13820,birmingham-hoover,all items,-0.7501524257468785,2010,93.632
13820,birmingham-hoover,goods,0.2670453341245738,2010,96.431
13820,birmingham-hoover,housing,-7.864095452404639,2010,74.135
13820,birmingham-hoover,utilities,3.636082498751103,2010,96.109
13820,birmingham-hoover,other services,0.43105681453158506,2010,99.614
13900,bismarck,all items,-1.8660977869717925,2010,88.839
13900,bismarck,goods,-2.3575516297586474,2010,96.437
13900,bismarck,housing,6.730352303523033,2010,52.289
13900,bismarck,utilities,1.526271128133389,2010,77.015
13900,bismarck,other services,-4.0809352704228,2010,98.7
13980,blacksburg-christiansburg,all items,2.3327909942394793,2010,90.017
13980,blacksburg-christiansburg,goods,0.5196632162428773,2010,95.76
13980,blacksburg-christiansburg,housing,-2.1924403934291194,2010,75.292
13980,blacksburg-christiansburg,utilities,-0.34360799588118346,2010,84.202
13980,blacksburg-christiansburg,other services,4.695374062345471,2010,94.212
14010,bloomington,all items,-0.3398644857796359,2010,97.452
14010,bloomington,goods,-3.7716182007700723,2010,96.425
14010,bloomington,housing,3.6651991725454773,2010,94.464
14010,bloomington,utilities,6.909103015103259,2010,94.364
14010,bloomington,other services,0.1226868418362177,2010,99.094
14020,bloomington,all items,-0.4817729243616539,2010,94.968
14020,bloomington,goods,-1.0353156489077568,2010,96.107
14020,bloomington,housing,-0.9539671071161911,2010,87.952
14020,bloomington,utilities,-3.462432391337405,2010,83.655
14020,bloomington,other services,-0.19278294486202932,2010,97.974
14100,bloomsburg-berwick,all items,-2.490729498244349,2010,93.658
14100,bloomsburg-berwick,goods,-1.0706507976702841,2010,98.048
14100,bloomsburg-berwick,housing,-6.214418819345913,2010,67.212
14100,bloomsburg-berwick,utilities,-0.0231042927775902,2010,109.81
14100,bloomsburg-berwick,other services,-2.746527812748647,2010,100.176
14260,boise city,all items,0.6043844568548543,2010,95.523
14260,boise city,goods,0.46217030975914386,2010,97.926
14260,boise city,housing,15.951704706188535,2010,83.891
14260,boise city,utilities,-11.271626182186834,2010,78.871
14260,boise city,other services,-4.023210831721469,2010,99.764
14460,boston-cambridge-newton,all items,-0.40122770339398395,2010,106.142
14460,boston-cambridge-newton,goods,1.714053389760036,2010,99.955
14460,boston-cambridge-newton,housing,-4.05050846808429,2010,144.208
14460,boston-cambridge-newton,utilities,-5.918028095258389,2010,113.184
14460,boston-cambridge-newton,other services,0.12402892085224684,2010,102.097
14500,boulder,all items,-1.6946483752238946,2010,104.497
14500,boulder,goods,0.22594987453013748,2010,103.096
14500,boulder,housing,2.956180420689849,2010,144.484
14500,boulder,utilities,0.8896309105002624,2010,81.485
14500,boulder,other services,-3.1140077533300166,2010,96.64
14540,bowling green,all items,-0.17886287924519484,2010,88.354
14540,bowling green,goods,-0.31237094844289703,2010,96.797
14540,bowling green,housing,-2.7207226583503616,2010,64.524
14540,bowling green,utilities,4.795773740497351,2010,72.627
14540,bowling green,other services,0.4528976098224691,2010,94.53
14740,bremerton-silverdale-port orchard,all items,3.2977783687774798,2010,103.296
14740,bremerton-silverdale-port orchard,goods,4.765376903224568,2010,105.334
14740,bremerton-silverdale-port orchard,housing,4.655982648511874,2010,112.339
14740,bremerton-silverdale-port orchard,utilities,-7.71977096665543,2010,84.267
14740,bremerton-silverdale-port orchard,other services,3.2734312946783133,2010,100.468
14860,bridgeport-stamford-norwalk,all items,0.9728109455023517,2010,113.449
14860,bridgeport-stamford-norwalk,goods,2.1984233529488924,2010,109.45
14860,bridgeport-stamford-norwalk,housing,-5.064795217407464,2010,164.702
14860,bridgeport-stamford-norwalk,utilities,-12.152097462949007,2010,148.419
14860,bridgeport-stamford-norwalk,other services,2.559373963273023,2010,104.481
15180,brownsville-harlingen,all items,0.41611322041072185,2010,86.968
15180,brownsville-harlingen,goods,-2.830737279335409,2010,96.537
15180,brownsville-harlingen,housing,9.600371184765287,2010,54
15180,brownsville-harlingen,utilities,0.7221530729668102,2010,95.205
15180,brownsville-harlingen,other services,-2.223362924492223,2010,99.776
15260,brunswick,all items,2.871135873472319,2010,89.628
15260,brunswick,goods,0.026247821430827212,2010,96.075
15260,brunswick,housing,-1.5239487907330185,2010,72.458
15260,brunswick,utilities,1.4519702925096616,2010,81.653
15260,brunswick,other services,4.5145421865310045,2010,93.293
15380,buffalo-cheektowaga,all items,-0.45065583678835835,2010,96.44
15380,buffalo-cheektowaga,goods,-2.126385449230643,2010,98.336
15380,buffalo-cheektowaga,housing,10.744104188665963,2010,77.199
15380,buffalo-cheektowaga,utilities,-2.7470161191091553,2010,132.266
15380,buffalo-cheektowaga,other services,-2.8322834091890994,2010,100.183
15500,burlington,all items,2.875901505946872,2010,92.423
15500,burlington,goods,0.3844703318806468,2010,96.939
15500,burlington,housing,0.5873485408726273,2010,69.27
15500,burlington,utilities,-3.9353051156713894,2010,91.036
15500,burlington,other services,4.332572314265966,2010,99.645
15540,burlington-south burlington,all items,1.4346956273220923,2010,102.247
15540,burlington-south burlington,goods,1.9246556599470956,2010,98.476
15540,burlington-south burlington,housing,-1.7937362096607816,2010,118.555
15540,burlington-south burlington,utilities,-16.112323958734645,2010,130.427
15540,burlington-south burlington,other services,2.9430457100953222,2010,99.753
15680,california-lexington park,all items,1.7130511877222814,2010,98.315
15680,california-lexington park,goods,0.5550203158379772,2010,96.071
15680,california-lexington park,housing,-3.074069166556251,2010,116.497
15680,california-lexington park,utilities,-2.3025088119427632,2010,109.826
15680,california-lexington park,other services,4.568905074351971,2010,94.541
15940,canton-massillon,all items,-0.2036545299068495,2010,92.669
15940,canton-massillon,goods,-1.7951369271605042,2010,96.345
15940,canton-massillon,housing,-0.8451281350839109,2010,70.446
15940,canton-massillon,utilities,-1.3675626433690875,2010,97.562
15940,canton-massillon,other services,0.041010078226716054,2010,98.81
15980,cape coral-fort myers,all items,3.635473906350358,2010,97.316
15980,cape coral-fort myers,goods,0.01994729714122817,2010,96.815
15980,cape coral-fort myers,housing,11.438286789176685,2010,93.862
15980,cape coral-fort myers,utilities,5.756268853695314,2010,95.239
15980,cape coral-fort myers,other services,4.1242166074016895,2010,99.302
16020,cape girardeau,all items,-2.937968720134024,2010,87.864
16020,cape girardeau,goods,-2.194798827493401,2010,94.078
16020,cape girardeau,housing,-5.3581895148160275,2010,63.146
16020,cape girardeau,utilities,-0.9554208121610616,2010,83.219
16020,cape girardeau,other services,-4.862016851955354,2010,94.378
16060,carbondale-marion,all items,-0.9151252727667425,2010,85.977
16060,carbondale-marion,goods,-3.7716182007700723,2010,93.341
16060,carbondale-marion,housing,-6.068272457351664,2010,58.053
16060,carbondale-marion,utilities,3.5534298462427354,2010,92.728
16060,carbondale-marion,other services,0.1226868418362177,2010,94.3
16180,carson city,all items,-0.3385290333466895,2010,97.469
16180,carson city,goods,0.7038817312583823,2010,99.58
16180,carson city,housing,6.8376533008610965,2010,91.931
16180,carson city,utilities,-6.314960082500032,2010,100.63
16180,carson city,other services,-3.3923350205929603,2010,98.177
16220,casper,all items,-1.3785279291042896,2010,95.467
16220,casper,goods,-0.4734945959855974,2010,97.938
16220,casper,housing,-2.415369409439089,2010,81.856
16220,casper,utilities,-6.585561302542425,2010,81.938
16220,casper,other services,-2.746660028213422,2010,99.949
16300,cedar rapids,all items,-1.4689302641228548,2010,93.599
16300,cedar rapids,goods,-2.347746937152781,2010,96.226
16300,cedar rapids,housing,12.462019594183998,2010,75.571
16300,cedar rapids,utilities,2.429695131355714,2010,89.892
16300,cedar rapids,other services,-4.609660804410676,2010,98.034
16540,chambersburg-waynesboro,all items,-0.4189292380790727,2010,96.511
16540,chambersburg-waynesboro,goods,-1.0706507976702841,2010,98.048
16540,chambersburg-waynesboro,housing,3.9384538334191275,2010,80.125
16540,chambersburg-waynesboro,utilities,-0.12239119514088719,2010,109.377
16540,chambersburg-waynesboro,other services,-2.746527812748647,2010,100.176
16580,champaign-urbana,all items,-0.8868192820779935,2010,95.628
16580,champaign-urbana,goods,-3.7716182007700723,2010,96.233
16580,champaign-urbana,housing,-1.657095319879776,2010,84.828
16580,champaign-urbana,utilities,4.636626957336057,2010,95.066
16580,champaign-urbana,other services,0.1226868418362177,2010,98.79
16620,charleston,all items,2.027509619150756,2010,90.723
16620,charleston,goods,-0.7828529940970356,2010,96.642
16620,charleston,housing,-6.873597745267103,2010,62.495
16620,charleston,utilities,-2.5130638063806354,2010,80.302
16620,charleston,other services,5.467687608527379,2010,98.381
16700,charleston-north charleston,all items,1.0543704368397502,2010,97.69
16700,charleston-north charleston,goods,-0.8559724244868956,2010,96.813
16700,charleston-north charleston,housing,-1.4753792754485227,2010,96.307
16700,charleston-north charleston,utilities,-1.5086626435662795,2010,90.426
16700,charleston-north charleston,other services,4.579766905656796,2010,99.603
16740,charlotte-concord-gastonia,all items,2.8982890642423977,2010,95.583
16740,charlotte-concord-gastonia,goods,0.20638213170742215,2010,96.86
16740,charlotte-concord-gastonia,housing,6.12872238232469,2010,85.593
16740,charlotte-concord-gastonia,utilities,-3.940870187043287,2010,89.546
16740,charlotte-concord-gastonia,other services,4.366144042927807,2010,98.99
16820,charlottesville,all items,-0.6311845909516537,2010,100.51
16820,charlottesville,goods,0.5196632162428773,2010,96.612
16820,charlottesville,housing,-15.931495260949886,2010,114.152
16820,charlottesville,utilities,-0.6259609048978776,2010,91.045
16820,charlottesville,other services,4.695374062345471,2010,98.993
16860,chattanooga,all items,2.6982030478262446,2010,93.724
16860,chattanooga,goods,-0.06692444973230474,2010,96.759
16860,chattanooga,housing,9.944789510006899,2010,76.06
16860,chattanooga,utilities,5.889813713832737,2010,83.789
16860,chattanooga,other services,1.505789882941394,2010,99.573
16940,cheyenne,all items,2.5458270668497556,2010,96.763
16940,cheyenne,goods,-0.4734945959855974,2010,97.938
16940,cheyenne,housing,27.34308406283401,2010,88.126
16940,cheyenne,utilities,-9.200048555474623,2010,81.998
16940,cheyenne,other services,-2.746660028213422,2010,99.949
16980,chicago-naperville-elgin,all items,1.339773446035302,2010,105.876
16980,chicago-naperville-elgin,goods,3.3858908302018453,2010,104.873
16980,chicago-naperville-elgin,housing,-4.852494465324616,2010,123.765
16980,chicago-naperville-elgin,utilities,7.083516590920199,2010,88.782
16980,chicago-naperville-elgin,other services,1.7103397369903417,2010,102.843
17020,chico,all items,2.500884746962366,2010,100.702
17020,chico,goods,4.3525352247675615,2010,97.301
17020,chico,housing,-5.7759536356230194,2010,110.299
17020,chico,utilities,6.311517809656325,2010,112.268
17020,chico,other services,3.511164647440047,2010,98.761
17140,cincinnati,all items,-0.40486261306853416,2010,94.736
17140,cincinnati,goods,-1.4546540397577044,2010,93.745
17140,cincinnati,housing,0.489713613558347,2010,83.402
17140,cincinnati,utilities,-2.7000815534836593,2010,89.076
17140,cincinnati,other services,0.08403189112747007,2010,99.726
17300,clarksville,all items,2.53318471982977,2010,91.334
17300,clarksville,goods,0.0074209142566266555,2010,96.841
17300,clarksville,housing,6.855013432706487,2010,68.754
17300,clarksville,utilities,6.4786636910799915,2010,80.322
17300,clarksville,other services,1.2637253154069747,2010,99.241
17420,cleveland,all items,2.827840516247976,2010,87.232
17420,cleveland,goods,0.1102898289447164,2010,96.106
17420,cleveland,housing,8.528827369721656,2010,63.458
17420,cleveland,utilities,4.838601255697025,2010,76.526
17420,cleveland,other services,1.461327389901072,2010,93.774
17460,cleveland-elyria,all items,-0.43325702304285624,2010,94.372
17460,cleveland-elyria,goods,-1.7951369271605042,2010,92.413
17460,cleveland-elyria,housing,1.0640377238632694,2010,87.464
17460,cleveland-elyria,utilities,-2.2244137628753027,2010,90.385
17460,cleveland-elyria,other services,0.041010078226716054,2010,98.254
17660,coeur d'alene,all items,0.7212494491201964,2010,93.2
17660,coeur d'alene,goods,0.46217030975914386,2010,99.958
17660,coeur d'alene,housing,14.059729831745326,2010,79.022
17660,coeur d'alene,utilities,-11.240464081373183,2010,74.655
17660,coeur d'alene,other services,-4.023210831721469,2010,97.284
17780,college station-bryan,all items,-2.6773424119198497,2010,95.734
17780,college station-bryan,goods,-2.830737279335409,2010,96.484
17780,college station-bryan,housing,-5.14346818748887,2010,87.072
17780,college station-bryan,utilities,2.115579509858121,2010,94.697
17780,college station-bryan,other services,-2.223362924492223,2010,98.689
17820,colorado springs,all items,-1.7452006980802781,2010,99.114
17820,colorado springs,goods,0.22594987453013748,2010,97.887
17820,colorado springs,housing,-0.2188366576459193,2010,101.123
17820,colorado springs,utilities,0.6141309512496388,2010,89.749
17820,colorado springs,other services,-3.1140077533300166,2010,99.872
17860,columbia,all items,-3.501288447831567,2010,93.094
17860,columbia,goods,-2.156809549647307,2010,96.353
17860,columbia,housing,-4.472674341669977,2010,74.325
17860,columbia,utilities,-2.049088761929082,2010,85.202
17860,columbia,other services,-4.910617243056921,2010,98.107
17900,columbia,all items,4.200745562788634,2010,94.057
17900,columbia,goods,-0.8559724244868956,2010,96.721
17900,columbia,housing,13.17798312575333,2010,78.077
17900,columbia,utilities,-2.1150011791694348,2010,90.317
17900,columbia,other services,4.579766905656796,2010,98.883
17980,columbus,all items,3.7075227954721743,2010,90.735
17980,columbus,goods,-0.07451017431182819,2010,96.539
17980,columbus,housing,5.526498094908201,2010,65.614
17980,columbus,utilities,1.3121741199887584,2010,91.506
17980,columbus,other services,4.583906934709271,2010,99.497
18020,columbus,all items,-1.3248728187735883,2010,90.555
18020,columbus,goods,-1.0353156489077568,2010,93.181
18020,columbus,housing,-6.039869927894819,2010,79.506
18020,columbus,utilities,-1.8800630674713197,2010,81.16
18020,columbus,other services,-0.19278294486202932,2010,93.974
18140,columbus,all items,-0.40995762711864453,2010,95.99
18140,columbus,goods,-1.7951369271605042,2010,96.199
18140,columbus,housing,1.6362265901316186,2010,86.865
18140,columbus,utilities,-2.07429798046174,2010,97.564
18140,columbus,other services,0.041010078226716054,2010,98.575
18580,corpus christi,all items,-1.4860655047570999,2010,95.768
18580,corpus christi,goods,-2.830737279335409,2010,96.537
18580,corpus christi,housing,1.8709548117845438,2010,84.212
18580,corpus christi,utilities,1.370459250894041,2010,95.291
18580,corpus christi,other services,-2.223362924492223,2010,99.776
18700,corvallis,all items,3.4812812832346234,2010,96.995
18700,corvallis,goods,4.47493747544534,2010,99.383
18700,corvallis,housing,0.8339572217852328,2010,93.066
18700,corvallis,utilities,-4.270357826535123,2010,83.877
18700,corvallis,other services,4.1644250503118405,2010,97.852
18880,crestview-fort walton beach-destin,all items,3.208809737077825,2010,95.967
18880,crestview-fort walton beach-destin,goods,0.01994729714122817,2010,96.704
18880,crestview-fort walton beach-destin,housing,6.641280495675753,2010,89.24
18880,crestview-fort walton beach-destin,utilities,6.027797593022993,2010,96.108
18880,crestview-fort walton beach-destin,other services,4.1242166074016895,2010,98.179
19060,cumberland,all items,-1.4645656785669683,2010,90.238
19060,cumberland,goods,0.1658270361041155,2010,97.047
19060,cumberland,housing,-17.099370517678746,2010,63.814
19060,cumberland,utilities,0.56976353730001,2010,98.165
19060,cumberland,other services,4.862048400765881,2010,99.597
19100,dallas-fort worth-arlington,all items,-1.0372055674518277,2010,101.345
19100,dallas-fort worth-arlington,goods,-0.3325563931772381,2010,99.007
19100,dallas-fort worth-arlington,housing,1.6848087431694045,2010,101.866
19100,dallas-fort worth-arlington,utilities,6.639515631986657,2010,108.9
19100,dallas-fort worth-arlington,other services,-2.5544760649222926,2010,102.457
19140,dalton,all items,7.365999976288437,2010,89.231
19140,dalton,goods,0.026247821430827212,2010,96.075
19140,dalton,housing,26.707414829659314,2010,70.042
19140,dalton,utilities,2.2790493921804873,2010,84.405
19140,dalton,other services,4.5145421865310045,2010,93.293
19180,danville,all items,1.3891936210261362,2010,87.718
19180,danville,goods,-3.7716182007700723,2010,93.341
19180,danville,housing,7.045857850004681,2010,61.113
19180,danville,utilities,6.533859274113585,2010,91.195
19180,danville,other services,0.1226868418362177,2010,94.3
19300,daphne-fairhope-foley,all items,0.3271681776622314,2010,96.617
19300,daphne-fairhope-foley,goods,0.2670453341245738,2010,96.452
19300,daphne-fairhope-foley,housing,0.027923675287548428,2010,91.446
19300,daphne-fairhope-foley,utilities,4.903730809775954,2010,92.5
19300,daphne-fairhope-foley,other services,0.43105681453158506,2010,99.838
19340,davenport-moline-rock island,all items,-3.178787746742784,2010,94.148
19340,davenport-moline-rock island,goods,-2.550892708159532,2010,96.364
19340,davenport-moline-rock island,housing,-4.037371170013674,2010,77.487
19340,davenport-moline-rock island,utilities,6.572161091768831,2010,92.765
19340,davenport-moline-rock island,other services,-4.237138921399062,2010,98.705
19430,dayton-kettering,all items,-0.4433599494547987,2010,94.285
19430,dayton-kettering,goods,-1.7951369271605042,2010,96.345
19430,dayton-kettering,housing,-0.453657270131052,2010,77.776
19430,dayton-kettering,utilities,-2.247584832088333,2010,97.739
19430,dayton-kettering,other services,0.041010078226716054,2010,98.81
19460,decatur,all items,0.006883338878245469,2010,88.758
19460,decatur,goods,0.2670453341245738,2010,96.452
19460,decatur,housing,5.760672333110506,2010,54.942
19460,decatur,utilities,3.2590711006501794,2010,93.744
19460,decatur,other services,0.43105681453158506,2010,99.838
19500,decatur,all items,-1.1958417321586272,2010,89.483
19500,decatur,goods,-3.7716182007700723,2010,96.425
19500,decatur,housing,-5.033376941397467,2010,57.805
19500,decatur,utilities,7.063839090511576,2010,94.657
19500,decatur,other services,0.1226868418362177,2010,99.094
19660,deltona-daytona beach-ormond beach,all items,2.160512979625606,2010,96.081
19660,deltona-daytona beach-ormond beach,goods,0.01994729714122817,2010,96.815
19660,deltona-daytona beach-ormond beach,housing,1.9324656164769138,2010,87.967
19660,deltona-daytona beach-ormond beach,utilities,5.525198038917437,2010,95.909
19660,deltona-daytona beach-ormond beach,other services,4.1242166074016895,2010,99.302
19740,denver-aurora-lakewood,all items,-1.9035788012203265,2010,101.905
19740,denver-aurora-lakewood,goods,-1.813560742182039,2010,102.992
19740,denver-aurora-lakewood,housing,-4.482101083174431,2010,123.135
19740,denver-aurora-lakewood,utilities,0.2014321721981444,2010,81.853
19740,denver-aurora-lakewood,other services,-0.5165875362059238,2010,96.672
19780,des moines-west des moines,all items,-1.9745595827345679,2010,95.361
19780,des moines-west des moines,goods,-2.347746937152781,2010,96.344
19780,des moines-west des moines,housing,7.0164070714233375,2010,85.577
19780,des moines-west des moines,utilities,0.49617096347380274,2010,90.702
19780,des moines-west des moines,other services,-4.609660804410676,2010,98.275
19820,detroit-warren-dearborn,all items,-2.223352318958496,2010,99.39
19820,detroit-warren-dearborn,goods,-4.256397263744619,2010,100.471
19820,detroit-warren-dearborn,housing,-1.5221956392281346,2010,100.276
19820,detroit-warren-dearborn,utilities,-4.3635093153039115,2010,107.159
19820,detroit-warren-dearborn,other services,-0.9521392681317589,2010,97.975
20020,dothan,all items,-1.8151567320246471,2010,87.65
20020,dothan,goods,0.2670453341245738,2010,96.282
20020,dothan,housing,-15.519553861358187,2010,53.623
20020,dothan,utilities,3.7048088514376416,2010,90.662
20020,dothan,other services,0.43105681453158506,2010,98.019
20100,dover,all items,1.3139806259790805,2010,98.417
20100,dover,goods,-0.16898629216785416,2010,97.132
20100,dover,housing,-8.131098041866649,2010,94.118
20100,dover,utilities,-5.574299698011032,2010,114.609
20100,dover,other services,5.9057948034925145,2010,99.881
20220,dubuque,all items,-3.8475656555544466,2010,91.833
20220,dubuque,goods,-2.347746937152781,2010,96.578
20220,dubuque,housing,-5.010125369073556,2010,65.338
20220,dubuque,utilities,0.686377475785824,2010,89.763
20220,dubuque,other services,-4.609660804410676,2010,98.752
20260,duluth,all items,6.631609347548791,2010,88.909
20260,duluth,goods,-1.8524287167985296,2010,95.888
20260,duluth,housing,62.61902167992155,2010,61.874
20260,duluth,utilities,3.386074263491553,2010,89.138
20260,duluth,other services,-5.647940854896644,2010,98.541
20500,durham-chapel hill,all items,2.4562259388488856,2010,96.416
20500,durham-chapel hill,goods,0.3844703318806468,2010,96.887
20500,durham-chapel hill,housing,2.694567060911369,2010,89.741
20500,durham-chapel hill,utilities,-3.861406331437378,2010,89.213
20500,durham-chapel hill,other services,4.332572314265966,2010,98.978
20700,east stroudsburg,all items,-4.181234246686713,2010,100.611
20700,east stroudsburg,goods,-1.0706507976702841,2010,98.048
20700,east stroudsburg,housing,-14.886851843974643,2010,105.082
20700,east stroudsburg,utilities,-1.4072839977289866,2010,109.246
20700,east stroudsburg,other services,-2.746527812748647,2010,100.176
20740,eau claire,all items,-1.2193402111064051,2010,94.482
20740,eau claire,goods,-2.492427060636657,2010,96.71
20740,eau claire,housing,-1.2792795273964142,2010,76.669
20740,eau claire,utilities,-3.784101222572203,2010,102.106
20740,eau claire,other services,-0.24861878453038164,2010,98.927
20940,el centro,all items,3.4292206786138593,2010,95.235
20940,el centro,goods,4.3525352247675615,2010,98.516
20940,el centro,housing,-2.6812967056099315,2010,80.608
20940,el centro,utilities,8.402935007307214,2010,104.576
20940,el centro,other services,3.511164647440047,2010,98.265
21060,elizabethtown-fort knox,all items,0.9816731619192507,2010,90.552
21060,elizabethtown-fort knox,goods,-0.31237094844289703,2010,96.797
21060,elizabethtown-fort knox,housing,-3.5833606288896203,2010,71.994
21060,elizabethtown-fort knox,utilities,6.844754364808884,2010,72.398
21060,elizabethtown-fort knox,other services,0.4528976098224691,2010,94.53
21140,elkhart-goshen,all items,0.4875477665041536,2010,92.935
21140,elkhart-goshen,goods,-1.0353156489077568,2010,96.61
21140,elkhart-goshen,housing,1.8254389147849486,2010,74.324
21140,elkhart-goshen,utilities,-2.2694740982746886,2010,82.626
21140,elkhart-goshen,other services,-0.19278294486202932,2010,98.67
21300,elmira,all items,-2.8564841981725198,2010,96.496
21300,elmira,goods,-2.126385449230643,2010,98.336
21300,elmira,housing,-1.9440011605976943,2010,77.048
21300,elmira,utilities,-1.4123323332493525,2010,140.042
21300,elmira,other services,-2.8322834091890994,2010,100.183
21340,el paso,all items,-1.6985138004246365,2010,94.519
21340,el paso,goods,-2.830737279335409,2010,96.536
21340,el paso,housing,-0.1156714386805206,2010,79.359
21340,el paso,utilities,3.2923094701565883,2010,93.811
21340,el paso,other services,-2.223362924492223,2010,99.742
21420,enid,all items,-1.4274842607753149,2010,(na)
21420,enid,goods,-1.087738604139323,2010,(na)
21420,enid,housing,-5.980708602311961,2010,(na)
21420,enid,utilities,8.326597641866504,2010,(na)
21420,enid,other services,-2.9754906394139446,2010,(na)
21500,erie,all items,-2.310650536997335,2010,94.712
21500,erie,goods,-1.0706507976702841,2010,98.048
21500,erie,housing,-5.995082993571236,2010,71.442
21500,erie,utilities,-2.534857679526082,2010,110.273
21500,erie,other services,-2.746527812748647,2010,100.176
21660,eugene-springfield,all items,4.076578816509204,2010,97.847
21660,eugene-springfield,goods,4.47493747544534,2010,97.608
21660,eugene-springfield,housing,4.432877172361686,2010,95.132
21660,eugene-springfield,utilities,-6.297570414964514,2010,84.653
21660,eugene-springfield,other services,4.1644250503118405,2010,99.934
21780,evansville,all items,-0.7452680506826985,2010,92.492
21780,evansville,goods,-0.9411063322403445,2010,96.655
21780,evansville,housing,-6.829404639895643,2010,70.58
21780,evansville,utilities,-3.183746081334681,2010,83.968
21780,evansville,other services,-0.13634313363676914,2010,98.727
21820,fairbanks,all items,-0.739704520751982,2010,102.204
21820,fairbanks,goods,4.422587178407429,2010,99.719
21820,fairbanks,housing,5.380953008981461,2010,122.694
21820,fairbanks,utilities,-13.911259336673536,2010,111.217
21820,fairbanks,other services,-4.594553620496886,2010,98.654
22020,fargo,all items,-5.0505377737462664,2010,95.383
22020,fargo,goods,-2.239780999191187,2010,96.436
22020,fargo,housing,-15.151717684801497,2010,83.983
22020,fargo,utilities,-5.222171843119473,2010,80.543
22020,fargo,other services,-4.355489201994762,2010,98.925
22140,farmington,all items,-0.9099160680868202,2010,91.04
22140,farmington,goods,0.5908312882803072,2010,98.615
22140,farmington,housing,4.818598538775635,2010,63.49
22140,farmington,utilities,0.5939789418330882,2010,87.86
22140,farmington,other services,-3.406348907900107,2010,97.756
22180,fayetteville,all items,2.8851241064895623,2010,91.821
22180,fayetteville,goods,0.3844703318806468,2010,96.8
22180,fayetteville,housing,1.508808914320147,2010,72.083
22180,fayetteville,utilities,-4.517051350042665,2010,86.501
22180,fayetteville,other services,4.332572314265966,2010,97.871
22220,fayetteville-springdale-rogers,all items,-2.180241961570815,2010,92.435
22220,fayetteville-springdale-rogers,goods,-1.4800767054785147,2010,96.632
22220,fayetteville-springdale-rogers,housing,-0.11124707976417358,2010,70.662
22220,fayetteville-springdale-rogers,utilities,-0.4051596841706963,2010,82.511
22220,fayetteville-springdale-rogers,other services,-3.463695009947952,2010,99.747
22380,flagstaff,all items,-1.5827382608426859,2010,98.357
22380,flagstaff,goods,1.0499041301756804,2010,98.743
22380,flagstaff,housing,-4.026290212381032,2010,98.031
22380,flagstaff,utilities,-4.461501295735058,2010,100.268
22380,flagstaff,other services,-2.1846735126806127,2010,98.113
22420,flint,all items,1.0019259242766716,2010,94.711
22420,flint,goods,-1.9156228977800525,2010,100.471
22420,flint,housing,5.800943192676402,2010,76.441
22420,flint,utilities,-6.674470802213538,2010,107.46
22420,flint,other services,0.25165210630766527,2010,97.975
22500,florence,all items,2.2905364677516564,2010,87.264
22500,florence,goods,-0.8559724244868956,2010,96.572
22500,florence,housing,-2.6232571510708658,2010,52.353
22500,florence,utilities,-1.5723639937190985,2010,88.905
22500,florence,other services,4.579766905656796,2010,97.736
22520,florence-muscle shoals,all items,1.6177713388868808,2010,87.855
22520,florence-muscle shoals,goods,0.2670453341245738,2010,96.452
22520,florence-muscle shoals,housing,0.7613933939220642,2010,53.729
22520,florence-muscle shoals,utilities,3.1076955224573575,2010,94.219
22520,florence-muscle shoals,other services,0.43105681453158506,2010,99.838
22540,fond du lac,all items,-1.9878296146044652,2010,88.805
22540,fond du lac,goods,-2.492427060636657,2010,93.648
22540,fond du lac,housing,-7.8550601474014226,2010,64.468
22540,fond du lac,utilities,-5.628148195478324,2010,97.534
22540,fond du lac,other services,-0.24861878453038164,2010,94.819
22660,fort collins,all items,-0.3096415264819716,2010,101.262
22660,fort collins,goods,0.22594987453013748,2010,97.857
22660,fort collins,housing,8.946140921363916,2010,114.661
22660,fort collins,utilities,1.4947881478621634,2010,89.846
22660,fort collins,other services,-3.1140077533300166,2010,99.936
22900,fort smith,all items,-1.484379494850706,2010,89.524
22900,fort smith,goods,-1.4246975827807542,2010,96.691
22900,fort smith,housing,-5.682614629827738,2010,59.57
22900,fort smith,utilities,0.14104197854677808,2010,82.301
22900,fort smith,other services,-3.3953997809419407,2010,99.516
23060,fort wayne,all items,2.952156618741818,2010,92.797
23060,fort wayne,goods,-1.0353156489077568,2010,96.61
23060,fort wayne,housing,23.19494165233158,2010,71.435
23060,fort wayne,utilities,-3.4438970990695137,2010,85.128
23060,fort wayne,other services,-0.19278294486202932,2010,98.67
23420,fresno,all items,3.977233426547174,2010,98.912
23420,fresno,goods,4.3525352247675615,2010,97.301
23420,fresno,housing,3.325107296137343,2010,99.777
